,Title,WorkTime,Pros,Cons,Work/Life Balance,Culture & Values,Career Opportunities,Compensation & Benefits,Senior Management
2088,"""Ops Exp""",I have been working at Apple full-time for more than 8 years,Team is hardworking and eager to learn more.,Severly Unvalued Low HeadCount Intense Workflow,3.0,5.0,3.0,3.0,3.0
2089,"""electronic test tech""",I worked at Apple full-time for less than a year,Bad working environment nothing good at all,Bad working environment which is not what you expect,1.0,1.0,,1.0,1.0
2090,"""Amazing""",I worked at Apple part-time for more than a year,"great for personal development, benefits, team work",can be emotionally exhausting if you are super empathetic,5.0,5.0,5.0,5.0,4.0
2091,"""Senior Visual Designer""",I have been working at Apple full-time,"Great Benefits, cool people, Flexible hours","Politics sometimes, but thats everywhere",4.0,4.0,4.0,4.0,3.0
2092,"""Business Specialist""",I worked at Apple ,"Culture, Benefits, and Demand for products","Workload, Pay and Career Opportunities",3.0,4.0,2.0,4.0,1.0
2093,"""Not bad""",I have been working at Apple full-time,"Theres Great benefits, Decent Pay, and a Great Team",Its a lot of work and it can be really draining.,,,,,
2094,"""Mac Genius""",I have been working at Apple full-time,Worked with a lot of fun people and made several lifetime friends. Job can be very rewarding when solving problems for people.,Management can get too numbers focused and seemingly has a new metric to push on you each month.,4.0,5.0,4.0,5.0,3.0
2095,"""Sales  associate""",I worked at Apple ,"Good hourly pay, friendly work environment",Customer service have to deal with difficult clients,3.0,4.0,4.0,4.0,2.0
2096,"""Apple Retail Review""",I worked at Apple full-time for more than 5 years,"I got to learn some great software and the customer service and communication skills I learned on the job were second to none. Oh, and the whole staff has a level of excellence I have yet to see anywhere else I've worked. They pay very well for a retail store and the benefits are out of this world.","Schedule was very inflexible sometimes and the hours were all over the place. Also, it is very stressful. I was happy to move on after 7 years, but still look back and am thankful for the experience.",2.0,5.0,3.0,5.0,4.0
2097,"""Exciting place""",I have been working at Apple  for less than a year,New to the company & like what i see so far. All people around me are motivated and passionate.,Have not come across one yet.,3.0,4.0,3.0,5.0,4.0
2098,"""Best retail job you could have""",I have been working at Apple full-time,"Competitive pay for retail
Product education
Networking",Angry customers non stop all day,,,,,
2099,"""I fix mobile devices at the Genius Bar""",I have been working at Apple full-time for more than 3 years,"The pay and benefits are better than anywhere I’ve ever worked, and I really like most of my coworkers and management. It’s pretty easy work as far as retail is concerned.",It’s customer service with people who are mad their device doesn’t work like they think it should. You can imagine. It’s fairly emotionally taxing. I’m tired at the end of the day.,3.0,4.0,3.0,4.0,3.0
2100,"""Product Design Intern""",I worked at Apple part-time,Nice workplace. Everyone was very hard-working.,Need a lot of travels.,5.0,5.0,5.0,5.0,5.0
2101,"""Tech Specialist""",I worked at Apple ,Great Job for College Students.,"Demanding hours. You'll never have a free weekend and to request off you have to let management know almost a month in advance. Very low in terms of technical support pay in terms of the market. Even at fully certfied genius, it still ranges around 48k or below on average.",3.0,5.0,2.0,4.0,2.0
2102,"""Tech support""",I worked at Apple  for more than 3 years,Working from home was great,High turnover rate and no room for advancement,,,,,
2103,"""Do it for the money""",I worked at Apple part-time,"Higher part time wages
Health care option
Stock option
Retirement fund","NPS obsessed
Poor management
Poor customer service training",,,,,
2104,"""IT Specialist""",I have been working at Apple full-time for more than a year,Great health benefits and people,Volatile hours and no work life balance,2.0,4.0,4.0,5.0,4.0
2105,"""Good company, store is going through changes""",I have been working at Apple part-time,"Greta company, great benefits, great sense of community. Fairly easy and rewarding job.",This store is dealing with an overhaul of leadership and it makes it difficult to get straight answers from anyone.,3.0,5.0,5.0,4.0,3.0
2106,"""Specialist""",I have been working at Apple full-time for more than 3 years,"health care for both PT &amp; FT, better coverage for full-time. Stock discounts and restricted stock units. Fitness reimbursement. Small discounts on products.",It’s retail so wage growth is minuscule. Corporate doesn’t really care about you.,2.0,3.0,2.0,4.0,2.0
2107,"""It is for me a company that builds dreams""",I have been working at Apple ,It is a universe of possibilities to grow and develop as a professional,It is a creative universe where the limit is infinity,5.0,5.0,5.0,5.0,5.0
2108,"""techni""",I worked at Apple ,was good i liked it a lot,not bad cant say much,5.0,5.0,5.0,5.0,5.0
2109,"""Great products, good benefits""",I have been working at Apple full-time for more than a year,There is no other place I know of where you can be surrounded by people who are generally as intelligent and driven and work on products that push the limits of possibility.,"As the company has grown, so has the bureaucracy. Not every decision happens as quickly as most people would like, and there are stakeholders for everything.

Work-life balance varies widely group to group, but you probably already know that.",3.0,5.0,4.0,5.0,4.0
2110,"""it's pretty good, i like it""",I have been working at Apple full-time,a lot of benefits and free thoughts,a bit stressful and need to think a lot,,,3.0,,
2111,"""Meat Grinder""",I worked at Apple full-time for more than 3 years,It's a huge company with a lot of job openings.,It's easier to get hired in at a high level than it is to work your way up. The requirements and standards for an employee are very high and sometimes objective. Ergo if you want to work towards something and your boss doesn't like you for any reason they can block you from promotions and make you tread water for years.  This story has been corroborated by a former employee at my new job who agreed it's easier to be hired in at a high level than work your way up.,1.0,2.0,1.0,4.0,2.0
2112,"""Great Company""",I worked at Apple part-time,Management is great to work for.,Everything is great about them.,,,,,
2113,"""Home Advisor""",I have been working at Apple  for more than a year,The job paid really well and offered overtime,There was nothing negative about working for this company,5.0,5.0,5.0,5.0,5.0
2114,"""Technical Specialist repairs relationships while find solutions to repair devices for customers""",I have been working at Apple part-time for more than a year,You become family with your store. The benefits are awesome! They equip you with all the tools to succeed.,You will consistently be in a high stress environment that is constantly changing and sometimes ambiguous but you grow a lot.,5.0,5.0,1.0,5.0,4.0
2115,"""Tier 1 advisor""",I have been working at Apple part-time,The Benefits are great and also the pay.,It gets busy during new launches,5.0,5.0,5.0,5.0,5.0
2116,"""Senior Technical  Support""",I have been working at Apple full-time for more than 8 years,"none, no path for growth to other groups",no path for growth to other groups,1.0,2.0,1.0,1.0,1.0
2117,"""Great company to work for""",I have been working at Apple full-time,"Lots of exciting projects
We get to learn a lot 
Salary is decent",Work culture can be improved,3.0,4.0,4.0,4.0,3.0
2118,"""Great company to work for""",I have been working at Apple full-time,"Lots of exciting projects
We get to learn a lot 
Salary is decent",Work culture can be improved,3.0,4.0,4.0,4.0,3.0
2119,"""No Way Out of Retail""",I have been working at Apple full-time for more than 3 years,"-The people I work with 
-Benefits","-Empty promises from leadership.
-Not making a living wage.
-Corporate Jobs require 3+ years for most jobs but there is no training for said jobs in retail... CEs (Career Experiences) are a joke, You take on a corporate role but make retail pay and are (95% of the time) sent back to retail after your 3-6 month assignment is done.
-The discount basically makes me feel like I work there for free, as an employee you want to stay up on the latest tech, it is cool but you remain broke because your wages barely afford you to be able to pay bills.
-Retail employees do a lot of work but are under appreciated 
-Development is a joke unless you want to remain in retail for life
-They talk about being inclusive and diverse but the numbers speak volumes (unless you are talking about the ramp up of hiring women), I don't see very many, if any in a lot of cases, African Americans in leadership or corporate roles.",3.0,2.0,1.0,2.0,1.0
2120,"""Great Company""",I worked at Apple part-time for more than a year,Apple is big on playing team and vouching for their employees.,"Pay is cool, but could be more for such a prestigious and profitable company. Commission would be cool, but I'm sure that would change the dynamic and quality of genuine customer service.",4.0,5.0,5.0,4.0,3.0
2121,"""Specialist (Seasonal)""",I worked at Apple part-time for less than a year,You get to experience the apple store culture. Dynamic workplace inside the store that is a controlled chaos you learn along the way to enjoy. Learn the in's and out's of how the Apple store operates from backstage to the sales floor. Great experience working there and the fact that you worked for Apple (even if it's just at the Apple Store) looks amazing on your resume!,Working at the store can be hectic at times but you learn to focus on the customer and suddenly the chaos disappears.,5.0,5.0,5.0,4.0,
2122,"""Tech Specialist""",I have been working at Apple part-time,"A very friendly environment, love to work here.",There are some of the management issues within the company,,,,,
2123,"""Make sure you like the role you have ... if you're lucky they'll let you keep it""",I have been working at Apple full-time for more than 3 years,"Great benefits --nice building, cafe, and fitness center",No work-life balance. No opportunity for career advancement or professional growth.,1.0,1.0,3.0,4.0,1.0
2124,"""Software engineer""",I have been working at Apple full-time for more than a year,Nothing in good about the culture,No growth and development for new engineers,1.0,1.0,1.0,1.0,1.0
2125,"""Sales specialist""",I have been working at Apple part-time for more than 3 years,"Great management, great pay, great benefitd","No commision, sometimes you cant get new positions",5.0,5.0,4.0,5.0,5.0
2126,"""Great job""",I have been working at Apple ,"Benefits, 401 matches, insurance, stock options",none that I can think of,4.0,5.0,5.0,4.0,5.0
2127,"""Above average retail job.""",I worked at Apple part-time for less than a year,"Mall hours = mall job, veteran friendly, good benefits, trend setting, progressive and profile breaking.",Difficult to acquire full-time unless you stand out and break the goals set for you.,5.0,5.0,2.0,4.0,5.0
2128,"""Great place""",I have been working at Apple part-time for less than a year,"Great pay, Great people, fun place to work","-long hiring process and background check
-not a lot of room for growth",5.0,5.0,4.0,5.0,5.0
2129,"""Love/Hate Relationship""",I have been working at Apple full-time for more than 3 years,"Great wages for a retail job, paid sick days, paid vacation (full-time only), meet great people, caring about their employees more often than not","Little to no work-life balance, very tiring, management not skilled",1.0,4.0,2.0,5.0,2.0
2130,"""Specialist""",I worked at Apple part-time,Great work environment. Great people to be around. Great products.,Retail hours. Angry customers occasionally,2.0,5.0,4.0,5.0,2.0
2131,"""Specialist""",I have been working at Apple part-time,"great support from coworkers, great culture",it was a lengthy interview process,,,,,
2132,"""We are not on commission. We are there to truly find the best product for each individual costumer""",I have been working at Apple part-time for more than a year,"Amazing benefits. 25% off employee discount plus 15% off for friends and family and 10-15% off on non apple branded products in the store. You are assigned a manager who is your “connection leader” who helps you grow in the company. They truly care about us and do everything they can to show it. Every employee in the store is like a big family and you’ll make life long friends. We get a 15 min paid break for every 4 hours you work, an hour lunch if you’re working over 7 hours that day, and a 30 min break for working 4.5-7 hours a day.","You must me able to work in a fast paced environment, especially during launch and holiday season.",5.0,5.0,5.0,5.0,5.0
2133,"""Non Competitive promotion practices""",I have been working at Apple full-time,"Its Apple, they are awesome",Prefer to outside hire instead of promoting,,,,,
2134,"""Best""",I worked at Apple full-time,"Everything, great environment great people",Can’t think of any,5.0,5.0,5.0,5.0,5.0
2135,"""Good place to work""",I worked at Apple part-time for more than 5 years,"Decent pay, good coworkers, technology is always changing so you are constantly learning, good healthcare, great options to invest in stocks and your 401k.","Very structured job, you can't really make the job your own. You could get in trouble for spending too much time with a customer, even if they really needed the help. This often made it a frustrating work environment.",3.0,4.0,3.0,4.0,3.0
2136,"""Great job""",I have been working at Apple full-time,"home a lot
useful lunch breaks
easy training","change in managers alot
survey driven
harder to advance",3.0,3.0,4.0,2.0,1.0
2137,"""Business Manager""",I have been working at Apple full-time,great stock matching plan and benefits. good team mentality with the rest of the store managers.,not much upward mobility available,3.0,3.0,3.0,4.0,4.0
2138,"""Technical Expert""",I worked at Apple part-time,"Good, high spirited environment. Empathetic and encouraging management. Smart, talented and friendly coworkers. Great pay and benefits.","Retail. Rude customers. Mentally exhausting and repetitive day to day. Micro managed and management knit picky on attendance and numbers. Promotions seem very political so be on your managers good side and submit the progress journal monthly even when not asked to in order to be considered. You are told in training that you have power to make your own decisions to make the customer happy, and that a great leadership quality is asking for forgiveness rather than permission, however I’ve seen many times where managers step on your toes when you want to do something for the customer and the fight with you because they don’t want to. I’ve seen people get fired for taking initiative to make a customers day.",4.0,5.0,4.0,5.0,3.0
2139,"""At Home Technical Advisor""",I have been working at Apple full-time for more than 3 years,The benefits are incredible!!! Stock options too,"Customer service, entitled customers can be rude, working from home can be a bit taxing.",4.0,5.0,4.0,5.0,5.0
2140,"""AHA Review""",I have been working at Apple part-time for more than a year,"-Great benefits
-Great managers willing to work with advisors","-Not flexible
-After a while can become boring",3.0,3.0,4.0,5.0,3.0
2141,"""I’ve had it great and really bad.""",I have been working at Apple full-time for more than 5 years,You work with some really smart people that have interesting conversations. The benefits are good and simply working for such an admired company is pretty cool.,Management SUCKS. It is totally subjective as to who gets told what even if it is pertinent to your job. At my store there is so much dismissive attitudes it is toxic. Senior leaders act like they know what’s going on and gaslight you if you have any ideas other than theirs. This is NOT what apple is or should be.,2.0,3.0,3.0,3.0,1.0
2142,"""Good company""",I have been working at Apple full-time for more than 5 years,Great benefits  and good salary to start.,Hard to move up in company. Very competitive,5.0,5.0,2.0,5.0,2.0
2143,"""Supply Demand Planner""",I worked at Apple full-time,"You have the full support from the Operations team if you want to innovate. It is highly encouraged and as long as you have done your homework and have an idea that can contribute to your team, you will be able to completely pursue it.","Work life balance can get a bit complicated during the launch of new products. It is extremely rewarding to be part of this process, however.",5.0,5.0,5.0,5.0,5.0
2144,"""SEG""",I have been working at Apple full-time for more than 5 years,"building , working for apple,","Slavery 101 , competition all around , Have to drag my self to work , triple management  all from Failed companies, Master salve mentality . No creativity  . zero learning ...",1.0,1.0,1.0,1.0,1.0
2145,"""Technical Specialist""",I have been working at Apple part-time for more than a year,"Working at apple is a great company, a lot of growth in this company and benefits are amazing.",Work life balance is hard to seek when working in retail.,1.0,5.0,5.0,5.0,2.0
2146,"""A Dream to Work At!""",I have been working at Apple full-time for less than a year,"-Amazing co-workers and culture 
-World-Class benefits
-Fulfilling","-Retail Hours but other than that, not much!",5.0,5.0,5.0,5.0,5.0
2147,"""Depend on your manager and the group""",I have been working at Apple full-time for more than 3 years,Work can be challenging and fun depend on what project you are involved.,Some group require extensive travel and work hours.,4.0,4.0,4.0,4.0,3.0
2148,"""Great for students, if they can deal with the long hours.""",I have been working at Apple full-time,Great benefits. Diverse and knowledgeable co-workers.,Senior management was woefully unqualified. The internal promotion system was a popularity contest.,1.0,4.0,1.0,2.0,1.0
2149,"""At-Home Advisor""",I worked at Apple part-time,"Working for Apple.
Technical Training.
Discounts
Free Swag","Odd hours.
Working from Home.
Metrics doesn't reflect your hard work.",,,,,
2150,"""Great Company""",I have been working at Apple full-time,"Teamwork, life lessons, stocks, 401k gains","Too passive, favoritism exists",3.0,4.0,4.0,4.0,2.0
2151,"""AppleCare At Home Advisor""",I worked at Apple part-time for more than 3 years,"-PTO, Sick Time
-Benefits
-Work Life balance","Nothing, it was great working for Apple!",5.0,5.0,5.0,5.0,5.0
2152,"""Great job. Great Company.""",I worked at Apple full-time,Benefits. Salary. People. Location and facilities are great.,"Company is very, very secretive.",4.0,5.0,5.0,5.0,4.0
2153,"""At Home Advisor""",I worked at Apple part-time,"Worked from home
They pay for internet and a gym member ship
Tons of benefits 
Employee Discounts","Different advice received from different managers
Grilled on KPIs
Never get to actually meet team",4.0,5.0,3.0,5.0,4.0
2154,"""Apple Specialist""",I have been working at Apple part-time for more than a year,The friends you make among your coworkers really is the biggest thing that keeps you around. I have some of the greatest friends on my team and the thought of leaving that behind makes me sad. Great health/dental benefits and tuition reimbursement. It sucks because I go to a private art school and Apple doesn’t recognize this as education so I can’t be reimbursed for tuition which is a joke. I’m spending just as much if not more money than public education students at a university.,"Work-life balance is SO off balance. Apple claims to promote a healthy work-life balance and they don’t show anything for it. I hate the way requesting time off works because if other employees requested time off months in advance for the same day you try to get off the month you’re wanting it off, you’re screwed because the threshold of people who requested that day off is met. Every. Time. This makes you look bad as an employee because it forces you to call out just so you can get away from the work environment and give yourself a vacation you deserve. The work gets monotonous. Apple claims that they believe in giving feedback to better the work place but when you give it no behavior is ever changed. The managers aren’t terribly helpful and you are micromanaged. Apple is the first US company to make it to 1 trillion dollars and you sure don’t feel it as an employee. They don’t give you free access to Apple Music as an employee, they give you nothing but a water bottle for Christmas and make you attend meetings quarterly on Sundays which are a day of worship for many employees. The ability to move in the company is impossible and if you do want to move up in the company you have to butt kiss your managers because it’s all just a big popularity contest in terms of getting promoted to a better higher paying position. If these things changed then this would be an amazing place to work.",1.0,3.0,1.0,3.0,1.0
2155,"""AppleCare AHA""",I have been working at Apple part-time for less than a year,"No commute, good starting pay, caring team leads, fun rewards","Metrics heavy, customers are sometimes stressful",3.0,5.0,5.0,5.0,5.0
2156,"""Satisfying but stressful at times""",I have been working at Apple full-time,"Surrounded by incredible engineers
Everyone wants to do their best",Can be overwhelming at times,3.0,5.0,5.0,5.0,4.0
2157,"""Great company""",I have been working at Apple full-time for more than a year,"I have enjoyed working for Apple, their managers do a great job of connecting a large team of over 200+ people together.","The con is that I worked in retail, and retail sucks no matter where you are. Apple did a good job of supporting their employees though.",3.0,5.0,5.0,5.0,3.0
2158,"""Good company if you fit in well""",I have been working at Apple full-time for more than 3 years,"Great folks, great perks, great location !!",No room to stretch your legs.,,,,,
2159,"""Good Place to work""",I worked at Apple full-time for more than 3 years,Great company and benefits. Loved being involved with new tech.,"rigid scheduling, tough to get days off for things outside of work",3.0,3.0,3.0,4.0,3.0
2160,"""Work on many impactful products""",I have been working at Apple full-time,"Pay, Benefits, Products, Location, PTO","Politics, Leadership, Secrecy,  Not data driven",4.0,4.0,4.0,4.0,3.0
2161,"""Program Manager""",I have been working at Apple full-time,Extremely smart co-workers.  Strong company culture and ethics.,Lack of transparency at times.,4.0,5.0,4.0,5.0,5.0
2162,"""Technical specialist""",I have been working at Apple part-time,"Benefits, growing up ,holiday payment,","Always busy, frustrated people ,",5.0,5.0,5.0,5.0,5.0
2163,"""Excellent company""",I have been working at Apple part-time for more than a year,Great history and employee care,No cons i can think of,5.0,5.0,5.0,5.0,5.0
2164,"""Family Room Technician""",I worked at Apple part-time,"Great pay, great benefits, open to feedback",Work environment can be problematic when toxic employees are there for long periods,,,,,
2165,"""Mac + Technical Support Representative""",I worked at Apple full-time for less than a year,Apple offers fantastic employee discounts.  Allows you to work from home.,You ned to sucessfully be able to work from home and be okay with it 100 % of the time.  It can get a bit lonely.,2.0,3.0,2.0,3.0,2.0
2166,"""Amazing people... mediocre management.""",I have been working at Apple full-time for more than 8 years,You're constantly surrounded by great people who are passionate and willing.  They offer full benefits and wonderful discounts.,Mediocre management who've gotten what it means to be a leader.  It's sad to see management fail to understand the basics of each position and barely have anything else to say besides when it's time to go to break.,5.0,5.0,3.0,5.0,2.0
2167,"""Chat Tech Support, Remote""",I have been working at Apple full-time for less than a year,Great pay and bonuses! Positive work environment and great Team Leads/Supervisors.  Bonus - working from home.,"Customer surveys. Keeping your job is based on customer stats and meeting a monthly goal. However,  majority of the time the surveys left have nothing to do with you (store experience, previous adviser before you or after, Apple unwilling to give free products or repairs, or apple's website navigation).

If you are an apple customer and you're reading this, please, please leave a survey for the individual employee  only based on their skill/performance by their means to try and help you. If you leave a bad survey because you're upset with Apple in general, overtime those surveys can cause the person to lose their job over something they have no control over. 

Also, Tier 2 advisers -  a lot of them  don't do their job and are quite nasty actually. Instead of helping, a lot of them refuse to take chats when asked or end consults before giving help.",4.0,4.0,5.0,5.0,5.0
2168,"""Used to be a great company to work for.""",I worked at Apple part-time,Good benefits. Great team.,Bad hours. Lot of difficult customers.,2.0,3.0,1.0,3.0,3.0
2169,"""Overall Experience""",I have been working at Apple part-time,"Working at Apple in the retail store, you will be surrounded by many optimistic and amazing people you'll ever meet. One of the biggest reasons what makes me want to go to work.",Management has issues with alignment between the team,4.0,5.0,5.0,5.0,3.0
2170,"""Specialist""",I have been working at Apple part-time for more than a year,"Great benefits, good compensation",Work hours. Schedule zoning. Small break room,3.0,5.0,4.0,4.0,4.0
2171,"""Unmatched""",I worked at Apple full-time for more than 3 years,Atmosphere is people first and very supportive,Retail hours and big crowds,2.0,5.0,4.0,5.0,4.0
2172,"""Great experience""",I have been working at Apple full-time,"-Given tools to improve presentation skills, customer service, planning &amp; executing
-Good work/life balance
-Great benefits","-Can be very political
-Quality of experience depends on store/market",,,,,
2173,"""Great stepping stone""",I worked at Apple full-time for more than 5 years,"Professional development, ACMT training, interview prep, benefits, discounts.","Management is usually externally hired, upper management is rarely around yet in charge of your career advancement, schedule is demanding and for the pay, not worth it, customers are already annoyed with wait time by the time they get to you, Apple Corporate is loosely connected to the retail environment, AppleCare over phone support tell customers false information as they are not aware of the retail process.",2.0,4.0,5.0,3.0,1.0
2174,"""Great place to work""",I have been working at Apple full-time,"+ lots of internal movement
+ great people","- retail work hours, specifically mall hours",,,,,
2175,"""Great Experience""",I worked at Apple full-time,"High quality of work expected, brings the best out of your work.","Work/life balance is strained at times.
State taxes/Housing costs in the area are ridiculous.",,,,,
2176,"""Software Engineer""",I have been working at Apple full-time,"Great working atmophere, it is amazing.","No cons, everything is swell.",4.0,4.0,4.0,4.0,4.0
2177,"""Great learning experience.""",I worked at Apple full-time for more than a year,"Great benefits, awesome co workers and management. Great pay.","It’s a retail job, expect to work almost every weekend. Schedule is extremely difficult to move around. If you need to request days off it has to be like months in advance.",3.0,5.0,5.0,5.0,5.0
2178,"""Apple Inc.""",I have been working at Apple full-time for more than 3 years,"Solid base salary
RSUs
Good medical
Smart colleagues",Cult-like applause at the annual product launch presentations.,4.0,2.0,3.0,5.0,3.0
2179,"""Recommended""",I worked at Apple part-time,"Amazing benefits, even as a part-time employee.
Opportunity for growth and advancement.
Consistent learning.
Interesting, smart and fun co-workers.","Micro-managing from superiors.
Obvious favoritism from management.",4.0,3.0,4.0,5.0,4.0
2180,"""All Talk, No Action""",I worked at Apple full-time for more than 10 years,"Active employment and a paycheck, if nothing else.","Salaried workers are treated like indentured servants, working 70+ hours a week for sub-standard pay in the same field. Benefits are touted, but slashed more and more each year, especially healthcare.",1.0,1.0,1.0,1.0,1.0
2181,"""Technical specialist""",I have been working at Apple part-time for more than a year,The employee discount. Flexible schedule. Please see cons first before assessing ..,"I had always wanted to work at Apple. The culture seems so welcoming and inviting. They frown on being technical in the very long interview process. But once you’re in they have no training structure. They fill you will apple core value fluff for 3 weeks , one week reading massive amounts of online course work. That are not realistic. They let you shadow other reps. But most are so arrogant in being the expert they move fast and you miss important information. They tell you half of what you need to know and you are expected to figure the rest out. and then throw you on the floor. Most often doing product zone (something they didn’t train you to do) if you make mistakes the admins are jerks and even some of management. All the team friendly and passionate culture..It’s totally fake. And that’s an understatement . Oh and you have to work 5 years to be genius but you basically die the same job as then and you take harder appointments",4.0,1.0,1.0,1.0,3.0
2182,"""Business Expert""",I have been working at Apple full-time for more than 3 years,"Best schedule in the business, a consistent M-F 9-6 job, always weekends off.","Way too many tasks to complete, constantly called away from responsibilities to help other areas of the store.",4.0,2.0,5.0,5.0,4.0
2183,"""Excellent benefits. Encourages growth. Crazy-fast paced.""",I have been working at Apple full-time for more than 10 years,Always improving processes and resources for employees.  Great company culture. Decent opportunities for advancement.,"Stressful, always-on, customer facing setting. In retail, you are expected to spend 98% of your time facing customers. Off-line development is often neglected.",2.0,5.0,4.0,2.0,5.0
2184,"""Outstanding People, Outstanding Place, Outstanding Things.""",I worked at Apple part-time for less than a year,If you’re interested in working for the most progressive company whose executives are truly invested in seeing their employees succeed in all aspects of their lives shoot for Apple.,There are literally no drawbacks to working for Apple. They’re that thorough in their consideration of their employees as they are their customers.,5.0,5.0,5.0,5.0,5.0
2185,"""Fun Job!""",I worked at Apple part-time,Fun job working for a great company with good culture and values.,Hard to move up to higher positions,5.0,5.0,4.0,5.0,5.0
2186,"""Stay as far away as possible""",I worked at Apple full-time for more than 3 years,"Apple provides good benefits. They hire smart people. They make great products. They have good corporate standards, good morals and good ethics.
However, yuor mileage may vary.",The department is a mess. No one cares about the health of the employees. There are many stupid restrictions. The productivity demands are insane.,1.0,1.0,1.0,1.0,1.0
2187,"""If you love Microsoft in the 80s you’ll love Apple in the 2000’s""",I have been working at Apple full-time for more than 3 years,50% off Apple Watch in first year,"Weaponized secrecy.
Don’t worry 10 other people are doing exactly the same thing, but none of you know it. 
Charity? I help to produce amazing products you test, what more do you want?
I can’t relate to you, please tune your reality distortion machine to match my frequency.
You want help? 
I thought I would spam the entire company because I can’t find help, but I could find a cool sounding DL. (Please unsubscribe me... no seriously... please)
It’s the Apple way.   Shut your mouth for the first year.  Do only what you are told.  Do it quickly and at volume.  Do not question.  Please sir may I have some more?
We make ads with quirky people who really don’t work here.
Bring your high school backpack to work.
We hire smart people to tell us what to do, but then we don’t listen or provide feedback and then fire them if it goes sideways because god forbid anyone who should be accountable really is. 
We hire Senior Management based on how few decisions they can make, little clarity they provide, but especially how much they can degrade anyone lower than them and still find time to suck upward. 
Maps",3.0,1.0,2.0,2.0,1.0
2188,"""Software Engineer V""",I have been working at Apple full-time for more than 10 years,Excellent place to work and grow,Depending on which group you work in work pressure may be very high,5.0,4.0,4.0,5.0,4.0
2189,"""At Home Advisor""",I worked at Apple full-time for more than 3 years,"-Benefits
-Career advancement
-Management
-Employee discount
-Remote work
-Work/life balance
-Generous maternity leave

Apple really cares about its employees. I enjoyed time being there.","-Possible overnight work 
-Technical difficulties

Wacky work hours can affect your health. Overall, the company is very good. I didn’t have much to complain.",4.0,5.0,5.0,5.0,5.0
2190,"""Got me into tech""",I worked at Apple full-time for more than 3 years,I worked in Apple retail. I had no experience in the tech industry and this got my foot in the door.,This is not along term carrier.,5.0,3.0,3.0,3.0,3.0
2191,"""Fast paced environment where customer experience is king.""",I have been working at Apple full-time for more than a year,The people you will work with are some of the nicest and most ambitious people you will ever meet.,It’s a numbers game. As long as you keep good numbers and are goal oriented you’ll be fine.,3.0,4.0,4.0,4.0,4.0
2192,"""Good gig to hold you over""",I have been working at Apple part-time for less than a year,Great benefits even for part time employees,slightly overwhelming culture if you are introverted,5.0,5.0,3.0,5.0,4.0
2193,""" APPLE""",I worked at Apple part-time for more than a year,"Great pay, sense of community, awesome technology","Hard work life balance. 
Long hours",2.0,5.0,4.0,4.0,2.0
2194,"""Review""",I have been working at Apple full-time for more than a year,"It is an awesome company , they take great care of you.  Leaders are exceptional and really care about you and your career. It also isn't hard to move up if you really try.",Sometimes customer experiences can get a little crazy but everyone makes sure to support you.,3.0,5.0,5.0,5.0,5.0
2195,"""At Home Senior Advisor""",I have been working at Apple full-time for more than 8 years,"Benefits, working from home is always a plus",none that I can think of,5.0,5.0,5.0,5.0,5.0
2196,"""Senior Advisor review""",I have been working at Apple full-time for more than 5 years,"Great benefits, Culture, At home, lots of vacation and sick time, transparency and opportunity to move up has improved over the past couple of years","Base pay should be increased 5-10%, The job can be extremely fast paced and very high stress during peak times. Make sure you definitely find a healthy outlet to decompress",4.0,5.0,4.0,5.0,5.0
2197,"""Business Specialist""",I worked at Apple full-time for more than a year,Great Culture to work in and the genuine love of the products from employees shows that the loyalty is real.,"Being in the retail environment also exposes you to childish drama. In addition, the manager that are sometimes chosen to lead team can easily play politics if they feel they are threatened by employees that may have a better grasp of the role than they do.  Humility is key here.  Managers should be able to say ""I dont know"" or ""what do you think""?",4.0,4.0,4.0,5.0,4.0
2198,"""It’s great""",I have been working at Apple part-time for less than a year,"Working with great people. Benefits,",Can be stressful in a fast paced environment,5.0,5.0,5.0,4.0,5.0
2199,"""Cool""",I have been working at Apple part-time for less than a year,Looks good on resume,"No actual technical focus. 
Having to explain unfair policies to customers",2.0,5.0,1.0,5.0,1.0
2200,"""GSOC operator""",I have been working at Apple ,"- Good benefits
- Above average pay",- The work can be challenging,4.0,4.0,3.0,4.0,3.0
2201,"""Fun environment to work in!""",I have been working at Apple full-time for more than 3 years,Good pay and benefits! Fun environment,No cons that i can think of,5.0,5.0,5.0,5.0,5.0
2202,"""Good Company""",I have been working at Apple part-time,Team over here is cooperative.,No cons according to me.,5.0,5.0,5.0,5.0,4.0
2203,"""Specialist""",I worked at Apple full-time,Pay. Co-workers. Products. Location. Opportunity.,Customers. Hours. Retail. Weekends. Changing technology.,5.0,5.0,5.0,5.0,5.0
2204,"""Explosive opportunity""",I have been working at Apple full-time for less than a year,"Expansive growth, amazing benefits, high results yet relaxed culture, compensation is excellent","Huge company, if you are a fan of jumping ship internally, you’ll have to work hard to network outside of your own organization",5.0,5.0,5.0,5.0,5.0
2205,"""Loved it but looking to move on""",I have been working at Apple full-time for more than 3 years,Amazing training and benefits package.,Salary not keeping up with the growth in the Greenville area.  Retail hours.,2.0,4.0,3.0,3.0,2.0
