,Title,WorkTime,Pros,Cons,Work/Life Balance,Culture & Values,Career Opportunities,Compensation & Benefits,Senior Management
1182,"""DevOps Engineer""",I have been working at Dell Technologies full-time for less than a year,Vacation time is 4 weeks,Benefits are poor than that of EMC.,,,,,
1183,"""Advisor""",I have been working at Dell Technologies full-time for more than 3 years,nothing as on today today today,work life balance.less salary.Not good boss,5.0,5.0,4.0,5.0,5.0
1184,"""Best company""",I worked at Dell Technologies full-time,"I've been working at Dell for over 10 years. The package and benefit are great, the people are nice and you have chance to move your way up.","There is typically no cons, as to sales, I guess it is stressful.",5.0,5.0,5.0,5.0,5.0
1185,"""OK Place to work""",I worked at Dell Technologies full-time for more than 5 years,Time off was very nice,Pay was lower that others in Austin,4.0,3.0,5.0,4.0,3.0
1186,"""Sales Associate""",I worked at Dell Technologies full-time,"great work environment, paid OT","constantly had to be de escalating customers, long working hours",3.0,4.0,3.0,3.0,4.0
1187,"""It's Different At Dell""",I have been working at Dell Technologies full-time for less than a year,"Good folks to work with, very good compensation.","Lack of structure, difficulty integrating lines of business. Excessive measurement culture.",2.0,3.0,3.0,5.0,3.0
1188,"""Good company to work for""",I have been working at Dell Technologies full-time for more than 5 years,Good salary. Fairly stable. Most of the groups are friendly.,Management lack of vision. Cutting cost all the time,3.0,4.0,3.0,4.0,1.0
1189,"""Maintenance Contracts Analyst""",I worked at Dell Technologies full-time for more than 3 years,"Working from home sometimes, nothing else","Pay inequality- people with less experience make more than experienced people and experienced people are told to accept it. Even if you've worked for the  company for years, management fails to show proper appreciation. Raises are so minimal that they're a joke. Also, the job can be done from home yet management is reluctant to allow people to work from home.",2.0,1.0,2.0,1.0,1.0
1190,"""Senior Strategy Advisor""",I worked at Dell Technologies full-time for more than 8 years,The company provides good benefits.,Job security and morale are low.,4.0,3.0,4.0,5.0,2.0
1191,"""account manager""",I worked at Dell Technologies full-time for more than 3 years,"good benefits, great office, good environment",no career development at all,,,,,
1192,"""Read at your own risk""",I have been working at Dell Technologies full-time for more than 8 years,"Standard benefits, Dell employee discount, subsidized cafeteria, work from home flexiblity, 401K match up to $7500 or 6%","No work life balance, frequently re-organization and massive layoffs",2.0,2.0,2.0,4.0,3.0
1193,"""Great Enviorment to work""",I worked at Dell Technologies full-time for less than a year,Great team and environment. They provide work life challenge and its a great opportunity to learn the Dell Supply Chain,Moving up the ladder might be difficult,4.0,5.0,2.0,4.0,4.0
1194,"""Good place to work""",I have been working at Dell Technologies full-time,I had a really good team to work with here. Excellent benefits and leave policies.,Not a lot of Cons,,,,,
1195,"""DellEMC""",I have been working at Dell Technologies full-time for more than 10 years,"They haven’t laid me off yet.
They provide us with new Dell Laptops
Entire week of Christmas off.
Paid Paternity leave of 6 weeks.","Just about everyone has been laid off over last 24 months.
Stingy with compensation.
Future is uncertain in areas previously known as EMC.",3.0,3.0,2.0,2.0,3.0
1196,"""Advisor / L2 Symmetrix / Enterprise Technical Services / SRDF SME""",I have been working at Dell Technologies full-time,"Benefits, Pay, Time off, Quality of life",Incentives for long term role employees,4.0,3.0,3.0,4.0,2.0
1197,"""Release Management""",I worked at Dell Technologies full-time for more than 10 years,Worked with the company for 14 years.  I found personal and professional development while with the company.,Victim of downsizing due to company restructured.,3.0,4.0,4.0,4.0,3.0
1198,"""Good company, limited promotion opportunities""",I have been working at Dell Technologies full-time,Good company to work for.  Flexible hours,Promotion opportunities are very limited.  Dell is great in offering to change roles but lateral movement.,4.0,4.0,3.0,4.0,2.0
1199,"""Great if you have a manager that cares""",I worked at Dell Technologies full-time for more than a year,"-Benefits
-Learning Opportunities
-Experience
-Co-Workers
-Availability to work from home on occasion
-Company Activities","-Inconsistent Management
-Terrible forecasting, unable to prepare for high call volume. 
-Unprofessional Supervisors
-If a manager doesn't like you, you are going to have a bad time.",5.0,5.0,4.0,4.0,3.0
1200,"""HR Generalist""",I have been working at Dell Technologies  for less than a year,great flexibility; family friendly; great team,Remote workforce; there is always something new,,,,,
1201,"""Great Company and benefits""",I worked at Dell Technologies full-time,work life balance and competitive salary,still reorganizing due to Dell acquistion,4.0,4.0,3.0,4.0,3.0
1202,"""Review from 10+ year employee""",I have been working at Dell Technologies full-time for more than 10 years,"Fast-paced environment, exposure to enterprise, Fortune 50 sized architecture / platforms, opportunity to work with global colleagues.","Bureaucracy. frequent layoffs, weak company culture / leadership.",3.0,2.0,3.0,3.0,1.0
1203,"""Be Aware""",I worked at Dell Technologies full-time,The employees that keep working no matter if they don't have the tools to do the job.  Those are the real heroes.,"Compensation / Cap - It changes to their desecration.  When it's time to pay up, they call it blue birds scenarios and steal your commissions.  I was warned about this prior to working there and now I believe.

They are tech company yet are truly behind in the work environment as well as the tools to do the job.",1.0,2.0,2.0,1.0,2.0
1204,"""If you get acquired by Dell, leave""",I have been working at Dell Technologies full-time for more than 3 years,"Flexible work/life. 
Every employee is golden, because the attrition rate skyrocketed, and they don't hire replacements.","Pay is not competitive.
Office is empty.
No interesting work. No innovation.
No raises, good luck EVER seeing a promotion.
Corporate propaganda emails read like they were written by a robot, then filtered through 17 layers of HR filtering.
They promise change. It's been more then a year. There is no change.

Took a promising company with a big profit margin that employees loved - and ""melded"" it with a bunch of under-performing companies, then proceeded to cut our budget to the bare bone. That's why there's no raises, no good pay, no innovation.",5.0,1.0,1.0,1.0,1.0
1205,"""DELL EMC""",I worked at Dell Technologies full-time,Loved working for EMC - great 20 years.,The department was consolidated and my tenure ended.,5.0,,,5.0,
1206,"""Poor management of EMC side of business""",I worked at Dell Technologies full-time for more than 10 years,There are still some smart people working there that are great to work with and there are still interesting problems to solve.,Management seems to be more concerned with protecting their own turf and avoiding any and all risk. This has attracted the wrong type of people in those roles (or they just can’t find any mgmt talent anymore). Real shame.,1.0,3.0,1.0,3.0,1.0
1207,"""Good""",I have been working at Dell Technologies full-time,"Good to work there, having good time!","Nothing to report, since there is nothing wrong!",4.0,4.0,3.0,4.0,3.0
1208,"""Retail sales rep""",I worked at Dell Technologies full-time for more than a year,"Fast growth company, work hard get ahead","Lots of hours, but if you do you get ahead",2.0,3.0,3.0,3.0,4.0
1209,"""Associate Senior Software Developer""",I worked at Dell Technologies full-time,Good work environment. Management is well organized. Resonable benefits. Very nice transport Facilities,Salaries are bit low. Higher workload.,4.0,5.0,4.0,3.0,3.0
1210,"""F10""",I worked at Dell Technologies  for more than 5 years,Great company and management execution,Bought by Dell EMC in 2015,3.0,4.0,4.0,4.0,4.0
1211,"""DellEMC""",I have been working at Dell Technologies full-time for more than 5 years,"Talented engineers and ITSM group. ability to work remotely. Dedicated and hard working groups of people
The new possibilities that Dell may offer","No work life balance very long hours not enough resources to do the work that there is 
Bad Benefits 
Middle management that is very vindictive and clicky
They are more worried about making themselves look good to the higher ups that they forget the people that do the work and support the management 
And they forget to do what is best for the customer 
Pay is not equal at all for what is the area comps",1.0,1.0,3.0,1.0,1.0
1212,"""Director Account Services""",I have been working at Dell Technologies full-time for more than 3 years,"Benefits, Competitive salary, Vacation length","Little work life balance, automated systems are used extensively with little human intervention",2.0,3.0,3.0,4.0,3.0
1213,"""Loved the company.""",I worked at Dell Technologies full-time for more than 3 years,Week of Christmas off.  Good pay and benefits.,None for company as a whole.  My supervisor was incompetent.,4.0,4.0,5.0,4.0,4.0
1214,"""Information Security Analyst""",I have been working at Dell Technologies full-time for less than a year,"Flexibility, PTO, Good Medical and Dental insurance.",Not enough perks. Big company. A lot of deadlines.,4.0,4.0,3.0,4.0,5.0
1215,"""fun company""",I have been working at Dell Technologies ,"good pay, good resume builder",work work work work work,,,,,
1216,"""A bright and financially sound career path for those willing to work for what""",I have been working at Dell Technologies full-time for less than a year,Challenging but incredibly rewarding. Truly the best and brightest of the industry and a world class training program to get you there. Career trajectory that can take you whichever direction you want to go even if you don't want to stay in Sales. A company that feels like it gives more than it takes and believes in work-life-balance more than any I've worked for.,The training program is incredibly rigorous and technical.,5.0,3.0,5.0,5.0,4.0
1217,"""SDE""",I have been working at Dell Technologies full-time,"Good work and life balance
You have control over what you are doing.
Good hardware investment
Good perks
Good location",Hard to get everybody on the same page,,,,,
1218,"""SDE""",I have been working at Dell Technologies full-time,"Good work and life balance
You have control over what you are doing.
Good hardware investment
Good perks
Good location",Hard to get everybody on the same page,,,,,
1219,"""Sales""",I worked at Dell Technologies full-time for more than 5 years,At the time it was a good job with many departments and room for career growth. Really developed business acumen.,Sometimes ambiguous and some leaders had low integrity,4.0,4.0,4.0,4.0,2.0
1220,"""The overall principles Dell seem to be localized to the main campuses""",I have been working at Dell Technologies full-time for more than 3 years,The people I work with make each workday worthwhile.,New Eden Prairie management has thrown some major curveballs at the Enterprise Support Front Line Phone Agents. It'll be interesting how many stick around after this (3/2018),5.0,4.0,2.0,4.0,1.0
1221,"""Go Dell Go""",I worked at Dell Technologies full-time,Smart team with Driven people a real Meritocracy,Values outsiders over insiders at the company,,,,,
1222,"""Compensation is low compared to Silicon Valley""",I worked at Dell Technologies full-time,Work from home was an option.,Raises are low or nonexistent.  Not very good adapting to different business models with acquisitions.   Does not want to spend money on IT infrastructure resulting in a outdated home grown ERP.,3.0,2.0,3.0,2.0,2.0
1223,"""Good place to work.""",I worked at Dell Technologies full-time for more than 3 years,"Impressive gamut of technologies at DELLEMC that are the leaders in their respective fields [for the most part]. 

Very competitive pay, opportunities for advancement. Flexible schedule and decent opportunities for advancement.

A lot of training available and flexibility to choose how you spend many days. I liked to take 4 hours once a week for some dedicated time for developing a knew skill. 

Good benefits, tuition reimbursement, etc…","Company culture in Utah seemed exclusive from my perspective, I found it difficult to get along with colleagues in a casual setting. 

Highly competitive with no clear indicators for success. Likely related to the High attrition in management.

Nearly two years since the acquisition by Dell and there are still several redundancies that duplicate workload related to the knowledge base, Code Base, CRM, HR, AR/AP. 

Inequality among employees with regards to responsibility, and almost zero accountability among support staff.",2.0,1.0,4.0,3.0,3.0
1224,"""Job was interesting, New Management not so much""",I worked at Dell Technologies full-time for more than 5 years,Challenging and exciting work and annual reviews and pay increases we're mostly proportional to review.,EMC was a much better company prior to Dell acquiring EMC.,4.0,3.0,3.0,5.0,2.0
1225,"""Senior Analyst""",I have been working at Dell Technologies full-time for more than 5 years,Top Management has a fantastic plan to continue growing the company and this provides opportunities for employees,Unequal pay for employees doing the same work with the same skills.,2.0,3.0,4.0,2.0,4.0
1226,"""Customer Service Engineer""",I worked at Dell Technologies full-time for less than a year,Well paid less stressful. I will give it 5 stars.,Nothing as far as I am concerned.,5.0,5.0,5.0,5.0,5.0
1227,"""Great place to work""",I worked at Dell Technologies full-time,Great place to work and grow. Employee friendly HR policies.,Multi-groups can at times make it harder.,,,,,
1228,"""Project Manager""",I worked at Dell Technologies full-time,Great place to work.gives wide experience to work on storage and technology projects.,Nothing at this time.Few businesses are overlapping after Dell emc acquisition,5.0,5.0,5.0,5.0,5.0
1229,"""It isn't a bad place to work!""",I have been working at Dell Technologies full-time for more than 10 years,"Dell EMC isn't just a computer company. Whatever you want to do for a career, you can probably find it here at Dell EMC",can't think of any at the moment,5.0,5.0,5.0,3.0,5.0
1230,"""Data Center Lead""",I have been working at Dell Technologies full-time,A fun environment and great people to work with.,Not a lot of free snacks or drinks.,4.0,4.0,5.0,4.0,4.0
1231,"""A Great Place to work""",I have been working at Dell Technologies full-time for more than 10 years,"Work Life Balance, great benefits",sometimes difficult to collaborate with other departments.,5.0,5.0,5.0,5.0,4.0
1232,"""Account executive""",I have been working at Dell Technologies full-time,Culture of excellence and collaboration,Workflow Tools could be improved,,,,,
1233,"""Overall Good Company""",I worked at Dell Technologies full-time,There’s a lot of opportunity for career advancement. Pay is extremely competitive.,A lot of red tape but that’s to be expected in a large corporate environment.,4.0,4.0,5.0,5.0,4.0
1234,"""Data Protection Division - Dell EMC""",I have been working at Dell Technologies full-time,"Smart and talented people 
Very open to remote employees / work from home
Very program centric - so really good for program management careers
Good corporate social responsibility","Average compensation
Very slow HR responses (for maternity / paternity benefits )",4.0,3.0,3.0,2.0,2.0
1235,"""Horrible leadership and no work-life balance""",I worked at Dell Technologies full-time,Some very cool people - no one in management,Expect to work extremely long hours and no concept of work-life balance,1.0,2.0,1.0,2.0,1.0
1236,"""Good place to work""",I have been working at Dell Technologies full-time,"Benefits, management, team atmosphere, work environment, industry leader, opportunity for growth","Outdated office buildings, processes, workload, company size",4.0,5.0,5.0,4.0,5.0
1237,"""Great Company - A bit more bureacratic than before""",I worked at Dell Technologies full-time for more than 10 years,"Great People
Leading edge technology with EMC","Strategy swings too often
Private company with all the shortcomings attached",4.0,5.0,4.0,3.0,4.0
1238,"""Great Company - A bit more bureacratic than before""",I worked at Dell Technologies full-time for more than 10 years,"Great People
Leading edge technology with EMC","Strategy swings too often
Private company with all the shortcomings attached",4.0,5.0,4.0,3.0,4.0
1239,"""EMC employee""",I worked at Dell Technologies full-time,"good benefits in health, average salary",corporate attitude steps on cultural values,,,,,
1240,"""Solution architect storage""",I have been working at Dell Technologies full-time,It was not bad at all,Managmenet is overlaping and lack,,,,,
1241,"""In transition""",I worked at Dell Technologies full-time,"Huge footprint, many resources. a lot of good enthusiasm","Not clear they can execute, or that they really understand enterprise computing",4.0,3.0,3.0,4.0,3.0
1242,"""Test Enginesr""",I have been working at Dell Technologies full-time for less than a year,Great people and great work environment constantly getting challenged and it’s a good place to work. I enjoy going to work daily,It’s too good of a job. The issue with it is you end up not wanting to work anywhere else,5.0,5.0,4.0,5.0,5.0
1243,"""Amazing workplace""",I worked at Dell Technologies full-time,"Great job culture, good leadership",Office politics in small circles,5.0,5.0,5.0,5.0,5.0
1244,"""Executive""",I worked at Dell Technologies full-time,product portfolio is robust,"tough working environment, analysis paralysis, can't move the ball forward, company focuses on taking cost out without understanding the impact. Take credit place blame culture inhibits ability to grow, innovate. You must be a cheerleader/robot/yes person to be successful",1.0,1.0,1.0,3.0,1.0
1245,"""Technical Sales Rep""",I worked at Dell Technologies full-time,"Good managers, great co-workers, good opportunities to advance
Lots of interaction with partners and opportunities to move up or out of positions in the org","Poor training, pay bumps considerably higher for folks hired from the outside for same positions, SPIF restrictions and health insurance benefits has degraded so much over the past couple of years",4.0,3.0,4.0,4.0,1.0
1246,"""Ok place to work at""",I have been working at Dell Technologies full-time,Exceptional people to work with,Nothing more than salary and bonus to go on,4.0,3.0,3.0,2.0,3.0
1247,"""Good Products and Challenging Job""",I worked at Dell Technologies full-time for more than 3 years,"Good Pay
Good Products
Good Support
Overall good working environment with the tools to be successful","They have conditioned the customers to buy at the end of the month or the end of the quarter to get the great deals. Executives come to town and give away deep discounts to close deals that otherwise may close in near term.

If the customer doesn't have the ability to buy at the end of the month / quarter for any number of reasons the pressure tactics can create a deal breaker.

Reps will dump accounts that they did a ""one and done""  see you in 3 yrs end of quarter deals leaving the quota and the account clean up / possible broken promises for the new guy.

The sales jobs are good for 2.5-4 years. The guys that last longer have a few good established accounts that continue to produce.",4.0,3.0,3.0,4.0,3.0
1248,"""Senior Customer Service Engineer""",I have been working at Dell Technologies full-time for more than 5 years,"Great place to work, surrounded by good people",Insurance isn't what it was under EMC,5.0,5.0,5.0,3.0,4.0
1249,"""Run Away""",I have been working at Dell Technologies full-time for more than 5 years,Salary and benefits were decent.,"Lot of favoritism.  Doesn't matter if you are top performer or on a  long term project you will be laid off. The more you butter up your manager the better probability you can survive. If you are on visa stay far away from this company. They laid off mostly everyone  who were on visa on residency and asked them to move to the partner with same salary but meager benefits, no 401k and no expenses. They will try to manipulate you  and won't pay any severance and pressure you to accept partner position because you are on a visa .",1.0,1.0,1.0,3.0,1.0
1250,"""Storage Engineer""",I have been working at Dell Technologies full-time,Challenging work on products that are widely used in business. Opportunities for personal development.,The businesses tend to be somewhat segregated in that there is not a lot of information that is shared between groups/divisions .,4.0,4.0,2.0,5.0,4.0
1251,"""Big company""",I have been working at Dell Technologies full-time for more than a year,Work from home options are available depending on your specific job.,"Because of the size of the company (140,000 employees), they have specific ways of doing business and your opinions don't matter much",5.0,4.0,4.0,3.0,4.0
1252,"""Frustrating experience as Software Engineer on the ""transformation team""""",I have been working at Dell Technologies full-time for more than a year,Good pay for the effort of work. Very laid back work place. I probably work 25 hours a week and spend the rest of the week learning.,"As a software company Dell is unable to innovate because IT department heads are always fighting each other. In the time I've been here I've seen new ideas and innovation squashed by micro managers and inter-departmental disputes. Managers tend to protect their friends and have normalized a very aggressive, non-collaborative behavior.

There is an enormous drive to make the boss happy so work is constantly being re-prioritized to meet the whims of ""leadership""

Overall pathological organizational culture. Almost no one can offer or take constructive feedback because any honesty would spoil their reputation among their peers. Interpersonal issues that could be avoided by a little honesty and feedback often degrade into overtly heated arguments or passive aggressive scheming. I've personally witnessed at least 3 of my co-workers throw each other under the bus to ""get ahead.""",5.0,1.0,1.0,4.0,1.0
1253,"""HCI review""",I have been working at Dell Technologies full-time for more than 10 years,"Results-driven, team-oriented, inclusive  culture",work/life balance can be a challenge,3.0,5.0,5.0,5.0,4.0
1254,"""Awesome Company""",I have been working at Dell Technologies full-time,"Awesome Company , great company to start your career",Sometimes it gets hard to switch to a higher role,5.0,5.0,4.0,5.0,4.0
1255,"""Great Company""",I have been working at Dell Technologies full-time for more than 10 years,Great people and leadership who care about you in good times and bad.,Large company which makes it difficult to navigate and very matrix - its not really a con but you must be willing to work in this culture,5.0,5.0,5.0,5.0,5.0
1256,"""Dell""",I have been working at Dell Technologies full-time for less than a year,"Great environment, the culture is so open and welcoming. 
everyone will help you learn because it is a team effort, we win together or we lose together.","Lots of video training, its like drinking out of a fire house when you first start but it is only because there is so much to learn.",5.0,5.0,5.0,5.0,5.0
1257,"""Sales Manager""",I have been working at Dell Technologies full-time for more than 5 years,"WFH flexibility, variety of opportunity","Large company, no free lunches or those type of benefits",4.0,3.0,5.0,4.0,5.0
1258,"""Human resources""",I worked at Dell Technologies full-time for more than a year,"Collaboration, team spirit, benefits, comp,","Cut throat, management doesn't listen to staff",3.0,3.0,3.0,4.0,3.0
1259,"""pretty godo""",I worked at Dell Technologies full-time,learned a lot and had experience,too hard but rewarding at the same time,,,,,
1260,"""Senior Systems Engineer""",I have been working at Dell Technologies full-time for more than 3 years,"-Work Life Balance
-Flexible Hours
-Employee Resource Groups
-Good Company Morale","-Pay Not Competitive
-Big Company, You Can Get Lost",5.0,5.0,5.0,4.0,5.0
1261,"""Account Manager""",I have been working at Dell Technologies full-time,Stable company with good benefits,Large company  with large company problems,4.0,4.0,4.0,4.0,4.0
1262,"""The fun!! Where did it go?""",I have been working at Dell Technologies full-time for more than 3 years,The 401K match is pretty nice,Aetna as a Health Insurance provider is the WORST,3.0,3.0,3.0,3.0,2.0
1263,"""Dell""",I have been working at Dell Technologies full-time for more than 5 years,Room to grow professionally.,Low compensation for engineering positions.,3.0,2.0,3.0,2.0,2.0
1264,"""Manager""",I have been working at Dell Technologies full-time,"Still a few talented people left in the VMWare, Pivotal and EMC divisions, despite the legacy Dell presence.","A PC company executive and senior leadership thinks it can be tech leaders in virtualization, high end storage and cloud native. 
All flashy show in the internal and external marketing. No substance behind the show.
Willing to mis-lead employees about commitment to their growth and well-being.
Legacy Dell culture and management will be an albatross around the necks of the company divisions that can innovate and grow.
Company is steered by private equity interests, not technical innovation principles.",2.0,1.0,1.0,1.0,1.0
1265,"""DELL Review""",I have been working at Dell Technologies full-time for more than 8 years,work culture and employee benefits,career growth not defined realistically,,,,,
1266,"""Front Line Support is brutal""",I worked at Dell Technologies full-time for more than 5 years,Foot in the door; You learn a lot.,"Very Political. Little room for movement. Limited training and certifications.
Minnesota location compiled of actual knowledgable technicians are being depleted and positions are being moved to OKC and Round Rock with staff who know absolutely nothing about the product, so support will be even worse. Dell takes a good name like Compellent and destroys the product by ruining the support. As the transition occurred, it became scripted like a typical call center. There is a lack of movement here. Dell Management has no idea what support is actually like and they change structure based on their SLA stats.
Delta is the worst application. I will never recommend a Dell product ever after working for this company.",2.0,1.0,2.0,3.0,1.0
1267,"""tecnician""",I have been working at Dell Technologies full-time,good benefits and time off,way too many useless managers,,,,,
1268,"""tecnician""",I have been working at Dell Technologies full-time,good benefits and time off,way too many useless managers,,,,,
1269,"""infrastructure Engineer""",I worked at Dell Technologies full-time for more than 10 years,"EMC (not Dell) had great benefits packages,  a strong commitment to work/life balance, and encouraged teamwork","Dell (not EMC) slashed jobs and cut teams in half (without reducing the workload).  As a victim of the job cuts, and with friends still in the company who had to take up the slack, I would say I am not a fan of Dell job practices.",,,,,
1270,"""TSE II position (after going through GSAP training)""",I have been working at Dell Technologies full-time for more than 3 years,"--Excellent benefits
--Great opportunity to advance certifications (all MC certs are free)
--Great opportunity to work with/on advanced technologies","--Coming in as a GSAP employee means that when your two year obligation is over, you will be significantly behind the salary curve for peers in other companies.  You are not given any kind of incentive bonus to remain with the company after fulfilling the initial two year commitment.  This means that you are not brought up to the same base salary as you would be worth at other companies.",4.0,4.0,4.0,3.0,4.0
1271,"""Strategy and planning""",I have been working at Dell Technologies full-time for more than 8 years,"MSD and SLT has done tremendous job in transforming technology company since 2008. Great place to work.  Excellent opportunities to share new ideas, contribute and grow in your career. It's all about customer, operational excellence and culture.",Nothing really jumps out since company has transformed into one of the best places to work for. Only area that I can suggest is tools integration and development,5.0,5.0,5.0,5.0,5.0
1272,"""decent""",I have been working at Dell Technologies ,"work life balance, good buildings","no stock or rsu, low comp",,,,,
1273,"""Dell Technologies review""",I have been working at Dell Technologies full-time,Flexible work schedule including working remote.  They have a very good culture and value statement - too bad they don't actually live up to it.,"heavy process, low budget, quarterly reductions in force standard.",3.0,1.0,2.0,1.0,1.0
1274,"""Amazing Company with Great Benefits""",I have been working at Dell Technologies full-time for more than 5 years,"Flexible, Great Benefits, Leadership,","Communication can be poor, Constant changes with new acquisition",5.0,4.0,4.0,4.0,5.0
1275,"""Client Technical Support Associate""",I have been working at Dell Technologies full-time for more than a year,Very good entry position for straight out of college students,"Sometimes clients expectations are set incorrectly when it comes to their warranty, so you will be talking to irate customers.",4.0,5.0,2.0,5.0,5.0
1276,"""DellEMC Company Environment""",I worked at Dell Technologies full-time for more than 3 years,DellEMC offers a limitless opportunities for personal growth.  No matter what your area of interest DellEMC management will work to guide you to your next career opportunity.,"There are no real cons. However, working at DellEMC requires that you are innovative and a self-starter.",5.0,5.0,5.0,5.0,5.0
1277,"""Many years with DELL""",I worked at Dell Technologies full-time for more than 10 years,Great work life balance,"Always laying off, poor management",5.0,3.0,2.0,2.0,2.0
1278,"""Not Terrible""",I have been working at Dell Technologies full-time,Good Work Environment and culture,Definitely entry level work that can get boring,5.0,3.0,2.0,2.0,3.0
1279,"""Business Director""",I have been working at Dell Technologies full-time,"Work Life balance, number driven organization,","low compensation compared to industry peers, too much focus on OPEX and cost reduction, Feels like there is no job security",,,,,
1280,"""Good as it gets""",I worked at Dell Technologies full-time for more than 8 years,"EMC was a great place to work, alway innovating and driving solutions to the market beyond just hardware. Great leadership, spend a buck to make a buck vs. penny wise &amp; pound foolish. Work life balance was great and ability to strive for excellence in every aspect was rewarded.","Sold out to Dell, losing DNA as innovator.",4.0,2.0,4.0,3.0,2.0
1281,"""Project Manager""",I worked at Dell Technologies full-time for more than a year,The Work Culture at DELL EMC is brilliant!,Dell acquired it and they may try to bring in their work culture to EMC.,5.0,5.0,4.0,5.0,5.0
1282,"""It's good to be at Dell""",I have been working at Dell Technologies  for more than 10 years,The benefits are better than most,"'Eligible' for overtime, and yet highly discouraged from working any overtime.",4.0,5.0,2.0,3.0,3.0
1283,"""Great Company""",I worked at Dell Technologies full-time,"Big shop, with places to go.",Lots of competition in market.,5.0,5.0,5.0,5.0,5.0
1284,"""Storage Admin""",I have been working at Dell Technologies full-time for more than 3 years,Large organisation with many benefits,Less salaries and no hikes.,3.0,5.0,2.0,4.0,3.0
1285,"""Great place to work""",I have been working at Dell Technologies full-time,"Training opportunities, Work life balance, opportunities",Can't think of any cons,5.0,5.0,5.0,4.0,5.0
1286,"""storage engineer""",I have been working at Dell Technologies full-time for more than 8 years,"great people and flexible schedule, great work/life balancing","It can be challenging and constant training is necessary, but that isn't really a con for me.  It could be for some, however this may be a positive as well",5.0,5.0,5.0,5.0,5.0
1287,"""Software Engineer""",I have been working at Dell Technologies full-time,nice collegues and good teams,not big data driven company,4.0,3.0,4.0,4.0,2.0
1288,"""Software Engineer""",I have been working at Dell Technologies full-time,nice collegues and good teams,not big data driven company,4.0,3.0,4.0,4.0,2.0
1289,"""Good until Dell acquisition""",I worked at Dell Technologies full-time for more than 3 years,"Went through a phase where it stepped out of its legacy process and incubated or acquired some data storage software for modern environments. Lot of success during that phase as well as some innovation. Was able to attract and retain some top notch engineers during this phase. If you are good, you got to work on some interesting distributed systems problems. Unfortunately this phase ended with Dell merger.","After Dell, the team I was on, was essentially wrecked. Hiring freeze and no attempt to retain best talent meant all good engineers left.  Tried to make up by aggressive hiring  in cheaper countries but those teams couldn't cope and project quality took a deep dive. No development of new features - all the time spend on trouble shooting. Obsessed with sales but lost customer goodwill due to declining product quality.",3.0,3.0,1.0,3.0,2.0
1290,"""Great Place to Work""",I have been working at Dell Technologies full-time for less than a year,"Incredible training, friendly staff, great managers,",I cannot think of any,5.0,5.0,5.0,5.0,5.0
1291,"""Program Manager""",I have been working at Dell Technologies full-time,Team and people I work with.  Entrepreneurial spirit,"If you don't like fast paced, then this place isn't for you.",5.0,5.0,5.0,5.0,5.0
1292,"""Dell, Global Communications""",I worked at Dell Technologies full-time for more than 3 years,"Great co-workers, easy access to resources, flexibility",can require long hours depending on role,,,,,
1293,"""Software Developer I""",I worked at Dell Technologies ,good work balance. good work,low salary work at weekends,,,,,
1294,"""Director""",I worked at Dell Technologies full-time,People are good to work with,Large company with challenges competing against cloud services companies,,,,,
1295,"""Sales Operations""",I worked at Dell Technologies full-time for more than 8 years,"Autonomy, stretch skill set, great pay and benefits and flexible work schedule",Working remotely can sometimes limit your career opporutnities,5.0,5.0,5.0,5.0,2.0
1296,"""Love my job but want more""",I have been working at Dell Technologies full-time for more than 3 years,"Great global team, fantastic manager and executive team, good benefits and love being able to work remote.",No room for growth in my role.,5.0,5.0,2.0,4.0,5.0
1297,"""What you would expect from a large company""",I have been working at Dell Technologies full-time for more than a year,Dell generally has an even pace to their working days.  There are lots of nice people to work with.,"The benefits are marginal except for the 401k which is great.  Management is below average.  They are a meeting happy company so if that is your cup of tea, then this place is for you.  They are still in transition of learning how to be a software company.",3.0,2.0,3.0,3.0,1.0
1298,"""I would consider working at Dell again""",I worked at Dell Technologies full-time,Opportunity to stretch/grow/develop.  Flexible hours with work from home options.  Great benefits. Access to unlimited online internal training.,"Reorganizations,  demand to perform in a 60-80 hr work week with expectation to develop further on your own time.  You have to be your own champion and set boundaries.",2.0,4.0,3.0,4.0,3.0
1299,"""EMC  Paid well""",I worked at Dell Technologies full-time for more than 5 years,80% of people on team made quota. Felt like part of a team.  Learned a lot.,Redundant reporting.  Tons of internal meetings. still some Ol' Boys cliques.,3.0,3.0,3.0,5.0,4.0
1300,"""Great Place To Start and Finish""",I have been working at Dell Technologies  for more than a year,Really great job out of college. It's  100% who you know. amazing benefits. amazing people. Management is really understanding. work from home is t/th. Just work hard and be sure to mingle with managers and other workers on the floor.,"They say it's a meritocracy, but you absolutely need to know who to talk to and who to know in order to advance.",5.0,5.0,4.0,5.0,5.0
1301,"""Tec support engineer on large scale environment""",I have been working at Dell Technologies full-time,"Challenging, Good learning experience, Great binifits",Keep up with a lot of changes,,,5.0,,
1302,"""Software Engineer""",I have been working at Dell Technologies full-time,Big business opportunity with world level market,Could be more competitive in job market,5.0,5.0,3.0,3.0,4.0
