,Title,WorkTime,Pros,Cons,Work/Life Balance,Culture & Values,Career Opportunities,Compensation & Benefits,Senior Management
176,"""Off putting corporate culture""",I have been working at Lenovo full-time for more than 3 years,"The best reason to work for Lenovo is their benefits package, including unlimited vacation and 6 months maternity leave for those based in the US. As a part of the global team, working remote, I enjoy a flexible schedule. Lenovo also has twice yearly reviews, where bonuses and merit increases are awarded.","Lenovo is a company of middle aged men pretending that they know how to market to millennials, without ever asking millennials their opinions. It's also a company that claims they run themselves like a startup, but really what that means is that after 10 years, they're still frantic and unorganized. While talent exists within Lenovo, it is rarely found at the executive level.  A favorite quote among the executive team is ""the strategy is clear"", when generally they have not formulated a strategy at all. At Lenovo, you rise through the ranks because of company politics, not because you have proven your skill or helped the company achieve goals. While every team has a different dynamic and experience, I overall find the the corporate atmosphere to be unauthentic and uninspiring.",3.0,1.0,3.0,5.0,1.0
177,"""senior engineer""",I have been working at Lenovo full-time for more than 3 years,"work &amp; life balance, benefits, compensations, career opportunities","losing money, senior management, need more enigneers",4.0,4.0,4.0,4.0,3.0
178,"""Senior Manager""",I have been working at Lenovo full-time,"* overall good working environment
* good growth path
* very flexible in terms of vacations or paid leave as long as your manager agrees
* good maternity leave policy, great for working moms","* a little disorganized in terms of senior management change
* unclear strategy
* little culture",4.0,2.0,4.0,4.0,3.0
179,"""Just the facts""",I have been working at Lenovo full-time for more than 10 years,Great IT and development tools support. Very good healthcare benefits with Cigna.,"Poor product marketing impacting profits, and headcount.",4.0,2.0,1.0,5.0,2.0
180,"""Global Electronics Compant""",I have been working at Lenovo full-time,Global country with high marketshare,Overall quality of products and Services needs to improve,3.0,3.0,3.0,3.0,2.0
181,"""Great place to work!""",I worked at Lenovo ,"Total team atmosphere,  work hard and celebrate success together",Have to be excited about total ownership and accountability .... And enjoy taking smart risks.,3.0,4.0,4.0,4.0,4.0
182,"""Unreasonable quota expectations""",I have been working at Lenovo full-time for more than 3 years,"good people, friendly environment. fantastic products.",recent quotas and profit/services elements to CPS make it difficult to achieve reasonable success.,3.0,3.0,3.0,3.0,3.0
183,"""Sales Engagement Manager""",I have been working at Lenovo full-time for more than a year,"Working for a tech company is always exciting.  Lenovo is an innovator.  Lenovo is experiencing a device revolution from VR to personal phones,and much more.  Work life balance is good.  Overall is a great company to work for.",Initial hire is through a recruiter.  Few opportunities to become a direct employee.,5.0,5.0,4.0,4.0,5.0
184,"""Great company to work for""",I worked at Lenovo full-time,Great work environment and job opportunities,"So far,  no complaints, its all good",,,,,
185,"""Motorola eCommerce analyst""",I have been working at Lenovo full-time,relaxed environment and easy work/life ratio,"layoff after layoff, management doesnt care to retain employees and we dont feel we are respected",,,3.0,,
186,"""Project Manager""",I worked at Lenovo  for more than 5 years,"Good pay, flexible and diverse environment.","A lot of political bs. Although the pay is good, you earn it! No work/life balance.",1.0,4.0,3.0,4.0,1.0
187,"""Neither good nor bad""",I have been working at Lenovo full-time,"Good benefits, nice coworkers.
Vacation and sick time is generous.
Flexible working hours.","Management is a challenge, not focused on employees, pretty much the old boys club. 
Not a clear career path.  Need to have the right connection to move up - your work results takes the last place.
Lots of late night and early morning meetings.",4.0,2.0,1.0,3.0,1.0
188,"""Sr. Staff Electrical Engineer""",I have been working at Lenovo full-time for more than 10 years,Lenovo has good sales performance.,Not enough for future technology.,,,,,
189,"""Nice colleagues""",I have been working at Lenovo full-time,Nice work circumstance and good colleagues,"Very Frequent layoff, Readership absence",4.0,4.0,3.0,3.0,1.0
190,"""Senior Engineer""",I worked at Lenovo full-time,"Flexible work schedules, diversity, work environment that promotes teamwork","Company doesn't fully disclose business results (e.g. P&amp;L)
Massive reorganizations made with insufficient planning or direction",4.0,3.0,2.0,2.0,1.0
191,"""director""",I worked at Lenovo full-time,good for the entry level people.  advance chance is great,too many reorganization  in the years of serving,3.0,3.0,3.0,4.0,2.0
192,"""Work Life Balance vs. Salary""",I have been working at Lenovo full-time for more than 3 years,"Strong sense of ownership to each task, project or assignment. Large Global Company working on cutting edge technology.","Many corporate decisions are made in China. Be prepared to be on the phone at night, A LOT.",1.0,5.0,4.0,4.0,3.0
193,"""Anonymous Review""",I have been working at Lenovo full-time,The people are great and hard working. Everyone wants to succeed,Company has not made money.  Spending is limited.  You need to do less with more.  Projects are not resourced appropriately,,,,,
194,"""Better be a sales then engineer""",I have been working at Lenovo full-time,"above average salary, no forced overtime, great benfits","No Engineer Culture, Engineer work to death while planner and sales got plenty of free time.",4.0,2.0,3.0,4.0,2.0
195,"""It was all downhill after Google sold Motorola to Lenovo""",I have been working at Lenovo full-time for more than 10 years,The people in Chicago are amazing  and I learned so much from them over the years.,Being owned by Lenovo is very difficult when you're working in the US. The senior leadership doesn't understand what it takes to succeed outside of China.,3.0,3.0,1.0,4.0,1.0
196,"""None""",I have been working at Lenovo full-time,Great people to work for,None I can think of,,,,,
197,"""Good Salary, good benefits...""",I have been working at Lenovo full-time for more than 10 years,"Good salary, good benefits, flexible working hours",Too much churn on an executive level.  Too many good executives leaving.  Mid-level jobs moving overseas.  Too much bad press.,3.0,3.0,1.0,4.0,2.0
198,"""We value diversity. We don't care what part of China or Taiwan you're in!""",I have been working at Lenovo full-time for more than 5 years,". A sensible sick-time policy (if you're sick, STAY HOME and get well!!!)
. Unlimited vacation time
. Good benefits package
. Decent work-life balance
. Depending upon your boss, working from home is an option.
. Free coffee and soda",". Excessive layoffs
. No upward mobility -- management is always hired from outside the company
. Lots of late-night and early morning meetings because the workforce is so heavily scattered.
. When someone leaves through attrition, unless the position is ""manager"" or above, the company has a policy of not replacing the person. There aren't enough people to properly work on the existing load of projects.
. Too much offshoring positions to outside the US to save money. Many of the positions that are being offshored, such as Program Management, Training (in US English), and Information Development (tech writing--in US English), are positions that really ought to be done by people located in the US. Having a PM in Taiwan when the group is in the US and Romania doesn't work, especially when the Taiwanese PM refuses to match hours with everyone else on the team.
. Below-average pay.",4.0,2.0,1.0,4.0,1.0
199,"""Project Manager""",I have been working at Lenovo full-time,"Fast paced work, excellent co-workers, high tech, cool products, nice offices","Work life balance, Do more with less syndrome, would recommend to a friend with caution that there are many layoffs",2.0,4.0,3.0,4.0,3.0
200,"""Good""",I worked at Lenovo full-time,Insurance and benefits like optical and dental plan,"All.. managers, food, people, shifts,",,,,,
201,"""Good progressive company, even though big""",I have been working at Lenovo full-time for more than a year,your ideas are heard and excellent support system,your ideas better be good,4.0,4.0,4.0,4.0,4.0
202,"""Inside Sales Rep""",I worked at Lenovo full-time for more than a year,"Fun place to work, great people, great culture and good management team. Lenovo has the great product that is easy to sell, especially when you have the product knowledge, which is user friendly to learn.",Too much corporate politics. You start as a CTG employee (temp agency) and good luck getting converted to FTE. You need to have the right connection to move up.,5.0,5.0,5.0,3.0,4.0
203,"""Large Company with Little Culture""",I worked at Lenovo full-time,"Everyone is young, so you can easily meet people if you're new to a city. Several entry-level positions. Great first job. Great benefits for a full-time employees.",Little room for growth. Company politics play a major role in day-to-day life.,4.0,2.0,3.0,4.0,2.0
204,"""Lenovo development""",I worked at Lenovo full-time for more than 3 years,"I really felt like I was working on great products at Lenovo. Unlike my time at a previous employer, Lenovo is clearly investing in the x86 server market for the long haul.","Depending on your position, regular evening phone calls with China can be common. I found it hard to wind down before bed after evening phone calls.",3.0,4.0,4.0,4.0,4.0
205,"""Engagement / Opportunity manager""",I worked at Lenovo full-time,Growing company with varied technology solutions,Main office in Raleigh with a few offices spread nationwide,3.0,3.0,3.0,3.0,2.0
206,"""Pretty good place to work.""",I worked at Lenovo full-time for more than a year,"Good benefits
Nice coworkers
Vacation and sick time is very generous
Not a lot of pressure
Nice atmosphere
I like my boss.",Management can be a challenge and there is the old boys club.  Some of the equipment is outdated.  Wish we could have flex time.,4.0,4.0,4.0,4.0,2.0
207,"""Sr. software Engineer""",I worked at Lenovo full-time for more than 5 years,"I had good 5 years of employment with this company during which I learned a lot of new tools and technologies. I started as a consultant there, but been proposed to convert to a full time because of my significant contributions to the project. I met there some extremely talented people, who now mostly moved to CA, WA or TX to work for Google, Facebook, Apple or Amazon.  It was great to use some new Google technologies before they were advertised for other Google clients (Motorola was a Google company at that time).","Very shaky and unstable situation with the company revenues. Constant layoffs. Managers are a protected class while employees have to suffer for bad management decisions. Not AGILE environment (by the time when I left at least).
Life/Work balance is not great, a lot of overtimes and very little or no recognition for achievements. Upper management changes sometimes meant 180 degrees turns in product development decisions.",1.0,1.0,2.0,3.0,1.0
208,"""Good Company with great benefits""",I worked at Lenovo full-time for less than a year,Fun place to work.  Great people.  Easy job with good pay.,Takes a while to get converted to full time.,5.0,5.0,5.0,5.0,5.0
209,"""Cross-cultural""",I worked at Lenovo full-time,"Flexibility, work for objectives, work from home",Difficult to get promoted if it's your first job,2.0,2.0,2.0,2.0,2.0
210,"""Associate""",I worked at Lenovo ,Great culture and team!,very busy at the year-end,5.0,5.0,5.0,5.0,5.0
211,"""ISR""",I have been working at Lenovo ,Great place to work at. The pay is good,No complaints here at all,5.0,5.0,5.0,4.0,4.0
212,"""Director""",I have been working at Lenovo full-time,Director level are empowered to find solutions and fix problems,"Not enough career advancement, company culture problems",2.0,3.0,3.0,3.0,3.0
213,"""Great company""",I have been working at Lenovo full-time,"Great multinational company, care about employees very much, diverse culture, learn a lot every day.",PC industry is declining now.,5.0,5.0,5.0,5.0,5.0
214,"""Good Employer""",I worked at Lenovo full-time for more than 10 years,"* Excellent facilities
* Goal oriented
* Dynamic work environment
* Good compensation and benefits package
* Transparency - executive management clearly communicates its direction and expectations on a regular basis","* Growing pains - still learning how its businesses (mobile, PC, data center) should interact and complement each other
* High market expectations - Lenovo leadership expects high margins, AND high market share, in a very challenging market, which historically has very low margins.",3.0,4.0,3.0,4.0,3.0
215,"""Department of Internal Audit, Internal Audit Team LEad""",I worked at Lenovo full-time for more than a year,"1. some of the members of the team are nice
2. travel nice to nice place
3. pay is ok comapred to other companies","1) hostile work environment, harrasment and bullying happens alot, stressful because management team is not experienced and disorganized. 

2) managers are not honest or trasnparent, managers of department of internal audit are do not have the right experience for a company of this size.

3) employees are discougared from speaking up, you will be looked down upon for saying something that is not what the leadership believes

4. hr is also not too helpful and  doenst do anythigng to resolve problems that employee bring up. if there was a good Hr department, they would know to look into the problems with this department. every year, so many of the good people are quitting the internal audit team because of all of the problems. hr has surveys and never does antyhing about the problems. just sweeps thing under the rugs. every year, problems are brought up about management competence in the surveys. every year, nothing is done.",1.0,2.0,2.0,3.0,1.0
216,"""Program Manager/Administration""",I worked at Lenovo full-time for more than 3 years,"Flexible work schedule.  Employee perks such as gym, on-site medical.",Frequent resource actions based on business results.,5.0,3.0,2.0,5.0,4.0
217,"""Beware of the Politics""",I have been working at Lenovo full-time,"Good Benefits, Good Location in RTP","The North America Services organization is not a good area to work at Lenovo. All big companies have bad pockets, but this team has surely been the most corrupt and politically-diluted that I have ever worked on.
Approximately two months ago, we received new org charts and official announcements that there were people promoted into positions that were never posted or opened for applications. Sadly, this won’t be the first time I have seen blatant unfairness in my time at the company and in this department. After being personally solicited for meaningful charitable contributions by upper management, we had one person make quite a large donation that was not anonymous (it was listed by their name on the charity website) and they have been promoted 2x in less than a year. So if these are the paths to success, hard work will get you nowhere at this company. Be prepared to donate or brown nose your way to the team of favorites because that is the only way that you can succeed here. Hard work is not recognized, only favorites and folks who chose to play the awful game of politics. 
The recent organizational promotions, which were confirmed by HR to not be official, indicate that there is zero regard for fairness and they are even openly ok with being unfair. It is not fair to the employees who may wish to apply and get an opportunity to obtain the position, and it is not fair to myself and my teammates who may have missed an opportunity to have more qualified management. 
Also, there should be no surprises that the same rules do not apply to everyone. We have plenty of folks who heavily abuse the vacation policy and experience no consequences. Maybe you will be lucky and be one of those folks, but I have worked every day I have taken PTO, and also some holidays, only to sit back and watch those who abuse the system get rewarded. 
We also have folks who do not adhere to a professional dress code but suffer no consequences. All the while, we have repeatedly had high school speeches on dress code. It seems the folks who do these things get away with it while everyone else pays the price.
This is not an ethical place to work and honestly, I believe that some of the actions that myself and my teammates have experienced are not even legal.
I would advise to stay away from Lenovo if you have values and would like a fair place to work. I believe there are some good pockets at the company, but I have no located them yet. I just know that North America Services has embodied nothing but stress and hijinks, and no one does anything about it despite the changes in more fake management.",3.0,2.0,2.0,5.0,1.0
218,"""Inside Sales""",I have been working at Lenovo ,"Still some very strong products
There exist some great people to work with 
Decent first post grad job","Constant and sudden payment plan changes that leave employees very unfairly compensated
Quarterly coverage changes and reorgs damage workplace moral and general sense of purpose
Self-interested or powerless middle management
Unequal work load across the floor
Lack of any sort of clear vision that is never executed regardless",2.0,2.0,1.0,1.0,1.0
219,"""legal""",I worked at Lenovo full-time for less than a year,somewhat looks good on the resume,"the worst management I have ever had - indifferent, too busy watching tv shows at work, ""passive aggressive"" management style",2.0,1.0,1.0,1.0,1.0
220,"""Great benefits""",I have been working at Lenovo full-time for more than 3 years,"-flexible benefits
-unlimited vacation
-understanding of work/personal life balance
-good medical insurance
-gym and medical center on site","-although they say work/personal life balance, many people tend to feel uncomfortable their managers asking for time off or working remotely 
-gym kind of small/crowded during prime time hours
-cafeteria limited",3.0,3.0,3.0,3.0,3.0
221,"""Software Developer""",I have been working at Lenovo full-time,"Fast environment, you can learn a lot and excel if you have the initiative","Compensation, work life balance is not as good as it could be",2.0,3.0,3.0,2.0,3.0
222,"""Lenovo's future needs a new path.""",I worked at Lenovo full-time for more than 5 years,"Great people, Great Benefits, flexible Vacation Plan. up to 6% 401k match.","Lenovo is overshadowed by their birth mother, International Business Machine Corporation. They need to realize IBM has its own issues with personnel, and Lenovo needs to find it's own path to survive.  No real education plan (open to senior staff only)",2.0,2.0,1.0,3.0,3.0
223,"""IT""",I have been working at Lenovo  for more than 5 years,good pay for employees and contract,constant layoffs and org changes,,,,,
224,"""Field sales engineer""",I have been working at Lenovo full-time,Good direction in spite of challenges and market shift,Pay probably a little less than market value. Promotions into executive ranks rare,,,,,
225,"""Confused VP Leadership""",I worked at Lenovo full-time for more than a year,"Strong top-level Executive leadership, good compensation, good benefits.",Weak and confused leadership at VP level.  Too much autonomy at the geography level.   Big missteps in strategy are made quickly leaving Global Executive levels scrambling to fix.  Meanwhile product development lifecycle impacted:  takes 2 year hit leaving them out of specific markets.     They don't integrate acquisitions well.,3.0,1.0,2.0,4.0,1.0
226,"""Lenovo""",I worked at Lenovo full-time for more than 5 years,it is the people at Lenovo,the fear of retaining full employment,3.0,3.0,3.0,3.0,1.0
227,"""Antenna Research Engineer""",I have been working at Lenovo full-time for less than a year,One of the best teams I have seen. Very high levels of comraderi amongst teammates. Despite fiscal troubles with company there is no dearth of innovation on the hardware side. Open workspace with very cooperative teammates. Great learning opportunity.,Pay and Health insurance needs improvement. But considering their financials it's hard to expect too much,5.0,5.0,5.0,4.0,5.0
228,"""Good working environment.""",I worked at Lenovo part-time,The pay was fair and the environment was friendly.,Multiple managers assigned to the same project.,,,,,
229,"""Great IT Manufacturing Experience""",I have been working at Lenovo ,"Growing Culture, Solid Comp Package, Industry Leader","Overly constant change, disconnect between divisions.",3.0,4.0,3.0,4.0,2.0
230,"""Great place to work""",I worked at Lenovo full-time,"Management was excellent - hands off, but there when needed.",Acquisitions resulted in position going away.,4.0,4.0,4.0,4.0,5.0
231,"""Overall positive experience""",I worked at Lenovo full-time for more than 5 years,"Good pay.  Good location near RTP, NC.  Opportunities for international travel for many jobs.","Difficult to advance, because they are not growing much, at least in the U.S..  Difficult to move laterally too.",5.0,5.0,3.0,5.0,5.0
232,"""Great company""",I have been working at Lenovo full-time,"Flexibility, Entrepreneurial, Interesting work, Great managers and Team members",Global clock can be a little hard to manage.,3.0,4.0,5.0,4.0,4.0
233,"""Work Life Balance""",I worked at Lenovo full-time,"Good benefits, good compensation plans, some great people.",Terrible work life balance.  Shrinking marketplace.  Behind the curve in solution development.,1.0,2.0,3.0,4.0,2.0
234,"""Account Manager""",I worked at Lenovo full-time,Work life Balance is Awesome,Does not like to promote from within! Very political. Only hires people that will make the company more diverse.,3.0,3.0,2.0,3.0,3.0
235,"""Great Company""",I have been working at Lenovo full-time,"Innovative leaders, fun work environment",brace for October layoffs every year,,,,,
236,"""meh""",I have been working at Lenovo full-time,"Good people, easy job, unlimited vacation days","financial troubles, senior leadership team struggling with turn over and a consistent strategy that works.",3.0,1.0,2.0,3.0,2.0
237,"""Great compensation""",I worked at Lenovo full-time,"Flexible work hours, big company with great compensation","As far as i can see, i can not tell any cons",5.0,3.0,4.0,5.0,4.0
238,"""Sr Manager of Project Management""",I have been working at Lenovo full-time for more than 10 years,False hopes lead you to believe you are succeeding in your career,Profit is sinking dramatically; confusing,3.0,2.0,3.0,4.0,2.0
239,"""Mechanical Engineer""",I have been working at Lenovo full-time,There a lot of engineering things accumulated over time and products to learn. And very good work life balance and culture.,There have been many layoffs almost every year...,5.0,5.0,5.0,4.0,4.0
240,"""Human Resources""",I have been working at Lenovo full-time for more than 3 years,"Innovative, empowered, nice people, great products","Complex, under resourced,  constant reorgs (decreased lately)",4.0,4.0,4.0,4.0,4.0
241,"""Sr Operations Manager""",I worked at Lenovo full-time,"Fun environment, open communication, great benefits","Lack of promotion possibilities, lack of focus",5.0,5.0,3.0,4.0,5.0
242,"""Great benefits but unpredictable""",I have been working at Lenovo full-time for more than a year,"Excellent benefits, good compensation, cool products, fun environments.","Narrow channels for advancement, unpredictable job security.",5.0,5.0,3.0,5.0,4.0
243,"""Financial Cost Analyst""",I have been working at Lenovo full-time for more than 3 years,"Professional environment, nice campus and people.",Difficulty in growing within the company.,,,,,
244,"""AE""",I have been working at Lenovo full-time for more than 8 years,"Love the solutions, love the customers, can't wait for each new day.",Getting the right message at the right time for the right people,5.0,5.0,1.0,5.0,5.0
245,"""Clinging to a declining business""",I worked at Lenovo full-time,"Great benefits, 401K matching, profit sharing, annual bonus",They kid themselves that they are doing development of interesting products,3.0,4.0,3.0,5.0,4.0
246,"""Advisory IT Engineer""",I worked at Lenovo full-time,Good Benefits. Colleagues are helpful!,No standard process. Management is always changed,3.0,3.0,3.0,4.0,2.0
247,"""Lack of leadership and company vision""",I have been working at Lenovo full-time for more than a year,Work from home and benefits,Lack of strong leadership - they play musical chairs more then they do in preschool. Inability to execute on a given strategy and  align sales goals that are obtainable,2.0,,,,
248,"""Lenovo hard Times""",I have been working at Lenovo  for more than 3 years,"Up until recently, the company has been very flexible with working remotely.",Lenovo is going through some hard times and have been laying off long term contractors that have a wealth of knowledge while keeping full time employees that don't seem to contribute much to the business.  God help you if you have to work with internal IT which is in China.  People look for other ways of doing thing to bypass China whenever possible because it so hard to get anything done with them.,3.0,3.0,3.0,3.0,3.0
249,"""A fantastic company to work for""",I have been working at Lenovo full-time for less than a year,"-VERY understanding managers -> good for work/life balance. To previous reviewers who complained about this... you have to make a conscious choice to leave work at work. You won't get fired for it.
-Great atmosphere - people are very friendly and welcoming
-Growing company - lots of opportunity
-Great facilities 
-Strong desire to develop employees","-bureaucracy (but what huge company doesn't have red tape?)
-gossip, but depends on circle of people
-ergonomics is not valued",5.0,5.0,5.0,4.0,4.0
250,"""Unfair""",I worked at Lenovo full-time for less than a year,Great company if you like events and good energy,"You will be moved out the easy if one of your co-workers brown nose and complain with malice. They will not listen.  Even with the statement ""open door policy""",2.0,3.0,2.0,2.0,1.0
251,"""Working at Lenovo worst career choice ever made!""",I worked at Lenovo full-time for less than a year,Could not find any pros. Quit within 60 days.,There was no team and it was very disorganized and everyone hated being there. Could not get products for datacenter straight and was very hard to deal with such changes. Clash in IBM and Lenovo contstantly. Directors fighting for territory and customers always second. Requested to do some shady activities in order to complete orders and get orders out the door. Director of North American sales was bully and a moron.  They preach customer first but its complete poppycock.  STAY AWAY DO NOT ACCEPT EMPLOYMENT HERE!,1.0,1.0,2.0,3.0,2.0
252,"""Con artists""",I have been working at Lenovo full-time for more than a year,"Great benefits, and some good ideas, but they steal them from you. DO NOT INNOVATE FOR LENOVO. THEY WILL CHEAT YOU!!!","I am being laid off October 31, this year. I created, so far, 48 patents for Lenovo. They are now telling me when I am laid off I will not be paid for any patents that I have not signed over rights to. This totals around 30,000 dollars. So, they hired me a year and a half ago, exploited my intellectual property, and then laid me off, still owing me around 30,000 dollars for the patents. Not good business for a 'technology' firm. Do not expect to stick around if you get a job here.",1.0,1.0,1.0,2.0,1.0
253,"""Lacks focused-strategy, bureaucratic environment, management disconnected from reality""",I have been working at Lenovo full-time for more than a year,- Great smart/talented people: you can learn from them.,"- Highly political 
- Lack of career growth and support - management expects that you just keep working without asking too many questions
- Management wants to win an excel on every front - but no underlying support
- Work-life balance",2.0,2.0,1.0,3.0,2.0
254,"""LASR Program""",I have been working at Lenovo full-time for less than a year,"Th e LASR Program has opened so many professional doors for my career. Sales is a great way to learn more about a company and how it operates. The LASR Program has continued to equip me with skills that every successful business man or woman needs. I highly recommend this to all individuals, regardless of your degree or background, to accelerate your career!","If you are not interested in sales, this program is not for you.",5.0,4.0,3.0,4.0,4.0
255,"""Good company with potential to do much better""",I worked at Lenovo full-time for more than a year,Good salary and benefits package.,Bureaucracy levels and constant fear of resource actions regardless of what company Division or employee performance.,3.0,3.0,3.0,4.0,3.0
256,"""Great Place""",I have been working at Lenovo full-time,"Great Place
 Great People
Great atmosphere
Great Time
Amazing Clients","Growth concerns
Office Politics
Cultural Differences
Tech Issues
Compensation",5.0,5.0,5.0,5.0,5.0
257,"""Old but gold""",I have been working at Lenovo full-time for less than a year,The same old Motorola company with a new vision brought by Lenovo. We'll make different future.,Lots of unhappy employees around. You can be easily contaminated.,2.0,2.0,3.0,3.0,2.0
258,"""Sr. Software Engineer""",I have been working at Lenovo full-time for more than 5 years,Great people and in testing technology.,Sometimes we have to deal with corporate politics.,4.0,3.0,2.0,3.0,3.0
259,"""Executive Administrative Assistant""",I have been working at Lenovo full-time for more than 8 years,"Great benefits, and nice work environment.",Management -Leadership team needs improvement.,2.0,2.0,3.0,4.0,4.0
260,"""Systematic Culture of discrimination and entitlement""",I worked at Lenovo full-time,"Great co workers, beautiful campus, outstanding health benefits.","Chinese culture of lean expenses. More work from less people. Hiring and promotions of former IBMers children without merit or qualifications. Promotions based who u know and who likes you. 50 plus workers constantly being pushed out without regard to their wealth of knowledge and dedication to company. Sales has extreme issues with promoting diversity African Americans to outside sales roles and executive leadership. These roles are left to individuals who have the ""look"". Refusal to hire mature inside sales reps even when they would accept the lower base pays.",2.0,2.0,2.0,2.0,2.0
261,"""Senro""",I have been working at Lenovo part-time,There are no word to describe,Everything is a con with no kind words,1.0,1.0,1.0,1.0,1.0
262,"""All lip service, no substance""",I worked at Lenovo full-time for more than 5 years,Travel and sometimes you can make your own hours but it doesn't make up for the punishing workload and awful management elsewhere. Some of the most genuine coolest coworkers I could have asked for.,"Corruption and funding a government that systematically imprisons and censors political dissidents. A department received an HR award for assisting provincial police departments in China with surveillance software used against its citizens. Racism against non-chinese employees of all races and nationalities. Management has an inflated sense of self-worth with no consideration for many employees. Constant talk of opportunity for growth but none ever materialize. Double speak, political games and back stabbing. Complete ineptitude at technical disciplines within the marketing field. Absolutely no hard analysis of marketing data to direct strategy for company. We would just ""do stuff because it seemed cool"" to our leadership (who had no hard skills and simply talked in vague business speak). Complete disregard for hard work, while suck-ups benefitted. Real condescending, snake-in-the-grass management. I was punished for doing real work and drawing attention to weaknesses at the company.

I was never paid in parity with my coworkers. Management kept holding out the possibilities of raises and promotions for almost 3 years only to go back on their word or say ""I never said that.""",1.0,1.0,1.0,2.0,1.0
263,"""Sales support""",I have been working at Lenovo full-time,There are a lot of good people working here. It's not too difficult once you get the hang of it.,I am contracted and it's very difficult for me to get hired on by Lenovo.,4.0,3.0,1.0,2.0,2.0
264,"""Great benefits and vacation""",I have been working at Lenovo ,Motorola Mobility Chicago has good benefits and unlimited PTO vacation,Workload has gone up with less staff because of layoffs,3.0,4.0,3.0,4.0,2.0
265,"""Manager""",I have been working at Lenovo full-time,Innovative computer company that puts people first,Most of the opportunities are in China,,,,,
266,"""Solution Architect""",I have been working at Lenovo full-time for less than a year,Great company to work for.  Good people on team.,"Competition is tough.  Dell, Hp,",4.0,4.0,3.0,4.0,4.0
267,"""Fraud Analyst""",I have been working at Lenovo full-time,"Big company, located in the merchandise mart in downtown Chicago.","- Very little pay
- Poor senior management
- Poor Communication",2.0,1.0,1.0,1.0,1.0
268,"""Accountant""",I worked at Lenovo full-time,"Big company, well organized, good benefit in general",You can only work on a small segment of accounting. Limited scope.,3.0,4.0,3.0,3.0,4.0
269,"""Depends""",I worked at Lenovo full-time for more than 8 years,"Generally friendly work environment, good welfare, systematic approach in training and career development.","Too many political games, focusing on pleasing superiors instead of getting things done properly",4.0,3.0,4.0,4.0,2.0
270,"""Keep up with internal changes""",I worked at Lenovo full-time for more than 5 years,"Telecommuting (depending on your team), flexibility of hours (if you work in a global company expect to work with people in different time zones)","Too hierarchical (unnecessary addition of Tier 1s, Tier 2s, etc)",3.0,3.0,1.0,2.0,1.0
271,"""Project Manager""",I have been working at Lenovo full-time for more than 3 years,"risk taking, dynamic,  good work/life balance","frequent re-org , senior leaderships at HQ need to change the outdated way of thinking",4.0,2.0,3.0,3.0,1.0
272,"""Inside Sales""",I have been working at Lenovo full-time for more than 3 years,Co-workers are great. It is a very young environment so there is a lot of energy on the sales floor. Most of the managers are really good and flexible. They understand a work life balance. They do fun events and are always trying to keep the culture new and fresh,Moving to the field is difficult. The inside team likes to keep talent to long and it hurts career progression on employees that want to move up.,4.0,3.0,3.0,3.0,4.0
273,"""Hi Teck company but lacks any work life balance.""",I worked at Lenovo full-time for less than a year,Learned a lot and did more in short time than elsewhere in many years.,Workload unreasonable.  Work life balance non-existent.,1.0,4.0,2.0,3.0,3.0
274,"""Good for some, advancement doesn't happen for all, confusing & ever-changing mission.""",I worked at Lenovo full-time for more than 5 years,"Decent benefits overall. Unlimited vacation (subject to manager approval).
First-hand involvement in the newest technology.
Good workplace facilities. 
The team I worked on was filled with mostly great people who got a long & kept the place enjoyable on a personal level. Good work relationships are not easy to come by but this team was exceptional.","Lots of odd-hour calls (early AM, late PM sometimes past 11PM), makes work-life balance difficult & tough to disconnect from work - these aren't optional, its necessary when working closely with teams in Asia.
Morale (at least in the US) is a roller-coaster, but hovers in the low. Some product teams feel restricted & unable to truly compete with the competition.
Advancement & promotion has a clear path one day, then is fuzzy & timing is off on other days. It's tough to find a path to promotion even through straightforward conversations with management.
Opportunities for individual development & education didn't seem to exist within the company.
Strategy from Executives is a mixed-bag, but took a weird turn. Seems scattered, needs focus.
Quality & supplier problems have become more consistent, which is concerning - customers are beginning to notice.
The work of some disciplines isn't considered important when its inconvenient. If the results of your work are unpopular, a VP might yell at you in the middle of a meeting.",2.0,3.0,2.0,4.0,2.0
275,"""Great Company!""",I have been working at Lenovo full-time for less than a year,Unlimited Vacation and Great Pay,Limited growth opportunities for US employees,3.0,4.0,2.0,5.0,3.0
276,"""Inside Sales Representative""",I worked at Lenovo full-time for more than a year,"Love the people at Lenovo!
Benefits
401K","Less flexibilty to work from home
Hard to get off during the holidays",5.0,5.0,4.0,5.0,5.0
277,"""Director Alliance Sales""",I have been working at Lenovo full-time for more than 10 years,Lenovo offers an entrepreneurial environment that promotes free thinking and exploring new ways to get the job done.  Leadership supports new ideas and finding new ways to compete.  We have a culture of making big goals and fulfilling our commitments.,"At Lenovo, it sometimes takes extra work and working in a global company can mean hours that are not traditional.  Although Lenovo is a fast and dynamic work environment, the reward far outways the extra work we need to put in.",4.0,4.0,5.0,4.0,3.0
