,Title,WorkTime,Pros,Cons,Work/Life Balance,Culture & Values,Career Opportunities,Compensation & Benefits,Senior Management
2167,"""Great place to work at""",I worked at Microsoft ,"Friendly and talented employees, great for those who are self driven and can find interesting problems in the mundane areas","Slow development cycle, Many teams lack bonding",5.0,5.0,5.0,3.0,3.0
2168,"""Great company""",I have been working at Microsoft full-time for more than 8 years,Easy to get access to peers and coworkers are very helpful.  Good benefits.  People expect good behavior from everyone.,Need more employees to embrace core culture of the company.,,,,,
2169,"""As with any large company, mileage will vary by group""",I have been working at Microsoft full-time for more than 3 years,"Good salary, great benefits, some very smart people. Depending on the group, you can be given more or less opportunity to work with new and interesting technologies.","Lots of really questionable design decisions at higher levels, hard to get excited about products I'm not personally interested in ever purchasing. Some organizations are very disorganized, and breakdowns in communication are frequent.",5.0,4.0,3.0,5.0,3.0
2170,"""Decent place to work in general""",I have been working at Microsoft full-time for more than 5 years,"-Lot's of different things to do and different teams.
-Team change is easier.
-Cloud/Bing side is growing all the time, there is always new challenge.","-The development environment is not streamlined. Each team has their own solution for the same problem, (e.g. deployment scripts, build system).
-Software development positions require strong soft skills to climb.
-Internal documentation is not good.
-Benefits are no longer competitive.",4.0,5.0,5.0,4.0,4.0
2171,"""Feels like a startup""",I have been working at Microsoft full-time for more than 10 years,"Lots of action, work, busy like startup that is evolving","sometimes lack of  structure, plan or original ideas",2.0,2.0,3.0,3.0,2.0
2172,"""Great mature tech company""",I have been working at Microsoft full-time for more than 5 years,Good work life balance.  Clear career paths and lots of opportunities to work on what you love.  Good management and challenges.,Company strategy has been mixed at times.  Improving in this area with “One MICROSOFT” strategy to break down organizational silos but still more work needs to be done.,4.0,5.0,5.0,4.0,3.0
2173,"""Best company to work for""",I have been working at Microsoft full-time for less than a year,"> Working environment is exceptional.
> Whole new world of Benefits and Perks.
> Encourages Self Learning and Growth mindset.",> None so far so good.,5.0,5.0,5.0,5.0,5.0
2174,"""Field Sales Roles""",I have been working at Microsoft full-time for more than 3 years,"Growth Oriented Company,  Good strategy for Digital transformation","Weak field sales leadership, ""farmer"" mentality, inadequate comp plan for sales professionals",2.0,3.0,2.0,2.0,4.0
2175,"""Test""",I have been working at Microsoft ,Good work culture and employee benefits,Poor work life balance and late night calls,,,,,
2176,"""Great place""",I worked at Microsoft ,This is a very good company to work for. There are many benefits. You will meet many different type of people.,The company is huge. You will work with many different software and hardware. Make sure to balance work. Very good place to work for,5.0,5.0,5.0,5.0,5.0
2177,"""Smart people. Lots of different things to work on.""",I have been working at Microsoft full-time for more than 10 years,"Two great things about Microsoft. 1: You're working with the top tier of smart people. 2: There are so many different things to do, and movement around groups is really easy.","It's got really a growing company, so advancement into the upper echelons is extremely limited.",5.0,5.0,3.0,5.0,5.0
2178,"""Better hope you end up in a better team than I did.""",I worked at Microsoft full-time for more than a year,"Great benefits and pay, especially coming for coming straight out of college.  The best things I learned at this job was how to communicate well and to really look out for yourself when it comes to the workplace.","5 managers in the first year and a half.  No direction given to someone hired straight out of college, but that was probably because the team had no idea what to build.  Progress would be made 6 or so months in, but then all of a sudden leadership would feel a reorg was necessary.  Getting ahead in this organization really is about who you know.",4.0,1.0,1.0,5.0,1.0
2179,"""Review""",I have been working at Microsoft full-time for more than 10 years,Lots of opportunities in many different organizations.,Middle management can be problematic and political.  Vet your manager and your manager's manager before accepting a role.  Now - more than ever - your manager can have a significant impact on your experience and compensation and they aren't usually accountable for being fair.,2.0,3.0,3.0,4.0,3.0
2180,"""Good place to work""",I have been working at Microsoft full-time for more than 10 years,"Great people, interesting work, improving culture. It has changed a lot in my nineteen years.",Eternal fight to minimize bureaucracy. This is always cycling between improving and growing but there are many people up and down the management chain working on it,4.0,5.0,5.0,3.0,4.0
2181,"""Amazing benefits""",I have been working at Microsoft full-time for more than 3 years,Stocks are a amazing way to make a load of extra cash.,I can't even name any.,5.0,5.0,5.0,5.0,5.0
2182,"""Network Administrator""",I have been working at Microsoft  for more than a year,"job security, and that can lead to less anxiety",no reason with cons .,5.0,5.0,5.0,5.0,5.0
2183,"""Controller""",I worked at Microsoft full-time,"CEO is great, good pay","Very hierarchical , political",3.0,3.0,5.0,5.0,3.0
2184,"""Senior UX designer""",I worked at Microsoft full-time for more than 8 years,"Good work and life balance if you are in the right team. Stable, the company is working on make it feel like a safe place for you to work, you can work from home if there is no meetings.","Company culture is dated, too much politics too little doing.",4.0,2.0,3.0,3.0,2.0
2185,"""Great company, but poor leadership""",I have been working at Microsoft full-time,"excellent company to work for:  great company culture, very competitive salaries, amazing products, and fantastically smart and awesome people to work with.","Depending on the organization, you can find great leaders and terrible ones.  in the org i’m a member of, there are lots of politics:  everyone seems to be looking out for themselves.  folks just have a mind to work for the end of year bonus - this creates a lot of animosity between peers.",1.0,5.0,3.0,4.0,3.0
2186,"""Microsoft Supply Chain""",I have been working at Microsoft ,Great culture and competitive compensation,Workload is challenging but doable.,,,,,
2187,"""Being at Microsoft""",I have been working at Microsoft full-time,"Challenged, growth, taken care, great management, established business, always leading tech.",You need you your current job to come to Microsoft :). Need to love seattle if you take a position at the head quarter.,5.0,5.0,5.0,5.0,5.0
2188,"""Software Engineer""",I worked at Microsoft full-time,Organized teams. Great process. Testing team ensures quality.,Too much competition that slows down progress a lot.,4.0,2.0,4.0,4.0,2.0
2189,"""Software Engineer""",I worked at Microsoft full-time,Organized teams. Great process. Testing team ensures quality.,Too much competition that slows down progress a lot.,4.0,2.0,4.0,4.0,2.0
2190,"""Principal PM Manager""",I worked at Microsoft full-time for more than 10 years,"Benefits, work is challenging, always working with latest technologies","salary band is first to be cut during right sizing, tech ageism is real",3.0,4.0,4.0,5.0,3.0
2191,"""Product Marketing Manager""",I have been working at Microsoft full-time for more than 3 years,"great work life balance, very ""nice"" company that takes good care of employees, great benefits, overall co-workers are helpful","very large company, so getting anything done means going through layers upon layers of approvals, after a certain point, getting promoted becomes very political",5.0,5.0,5.0,5.0,4.0
2192,"""Stable company with room for improvement""",I have been working at Microsoft full-time for more than a year,"Positive culture that encourages growth mindset, friendly environment where you can reach out to anyone for help, incredible benefits, great campus and community outreach, volunteering and donation match is hard to beat","Relatively low pay compared to other tech companies, poor HR policies and processes for handling sensitive employee concerns, difficult to be a woman in tech at Microsoft, publicized values aren't reflected throughout the company",4.0,2.0,5.0,3.0,5.0
2193,"""Senior manager""",I worked at Microsoft  for more than a year,"Large company, high margin business model.","Corporate culture, many tiers of management.",1.0,1.0,3.0,3.0,3.0
2194,"""Cloud Transfomation Happening in Sales and Partner Org""",I have been working at Microsoft full-time for more than 10 years,"Great benefits, great place to build career, great employees and people who care.","Comp plans going to Technical and Corp Plans (T&C)  Less and less ""S"" plans to make money.  

Many jobs going to Tele and Technical Roles.",4.0,5.0,5.0,5.0,5.0
2195,"""Level of satisfaction is very team dependent""",I worked at Microsoft full-time,"Interesting tasks (assuming you are in a good team), good insurance/benefits",Quite a bit of bureaucracy / efforts to display 'visibility' in review time,4.0,4.0,4.0,4.0,3.0
2196,"""Good for retirement""",I have been working at Microsoft full-time,"good benefits, flex working hours","heavy vertical structure, pay less",5.0,3.0,3.0,3.0,3.0
2197,"""Decent pay, good location, no complaints""",I have been working at Microsoft full-time,"Good pay, and transportation and ammenities  is excellent",Kind of a boring company if not in a good group,4.0,3.0,4.0,5.0,3.0
2198,"""Clunky But Mostly Positive""",I have been working at Microsoft full-time for more than 3 years,"Smart people; love my team.  The culture seems to be improving, but you have to be careful who you work with.  I've had positive roles where I had a lot of autonomy and was well-rewarded, and dead-end-ish work that only yields frustration and poor reviews.  The best I can say is that most engineering work is really positioning yourself so that you can do well and avoid toxic situations.

The company does seem to recognize that big tech companies grind people down, and it tries to dilute the politics with one-on-one's, annual reviews, sabbaticals, etc., although most feel it is only partially successful.  However I'd rate it as better than most.  They also emphasize diversity, ethics and good business practices internally.

Some groups and products are doing well and getting better.","Low autonomy and creativity.  MS actually missed out on a patent from me because they gave me no support for the work.

Typical big-company tendencies such as fads, not-invented-here and blame-shifting.  
Some tools have been described (in anonymous internal polls) as at least 5 years behind; it's painful to sit and watch sometimes (actually all the time).  

Dogfooding instead of using the best technology.  ""Nobody else is using it at this scale"" -- Azure support for a tool that replaced something much cheaper and higher-functioning.",4.0,4.0,4.0,5.0,4.0
2199,"""Depends on your manager""",I have been working at Microsoft full-time for more than 5 years,great benefits good innovation smart peers,"life can be awful if your manager is one of those - with no people skills.
overhead
red tape
bureaucracy and slow promos",3.0,3.0,3.0,4.0,2.0
2200,"""Software engineer in Bing Ads""",I worked at Microsoft ,Lots of interesting problems to solve,Bad project management; No clear goal,,,,,
2201,"""Product Advisor""",I have been working at Microsoft part-time for more than 3 years,Great company and benefits. Satya Nadella is awesome,Terrible management and organization at store levels,4.0,4.0,2.0,3.0,3.0
2202,"""Great Place""",I have been working at Microsoft full-time,Very innovative company and challenging work environment.,Sometimes too much pressure for deadlines.,,,,,
2203,"""Microsoft review""",I have been working at Microsoft full-time,Good work life balance.,A lot of people related works.,,,,,
2204,"""Great opportunities but be prepared to direct your own career""",I worked at Microsoft full-time,"Amazing opportunities and coworkers, and you are flexible to grow the way you want to",Make sure you are clear to your manager about your growth goals,3.0,4.0,5.0,4.0,2.0
2205,"""Product Advisor""",I have been working at Microsoft part-time for more than a year,Great place to learn about technology.. Good Management,Retail hours are long and usually includes weekends,3.0,5.0,4.0,5.0,5.0
2206,"""Software Engineer""",I have been working at Microsoft full-time for more than 8 years,Microsoft is companies of companies so there is wide variety of career path and products to work on. The work culture is great with trust between management and employees.,"I do not have any specific dislike based on my personal experience till now. But since Microsoft is huge, type and nature of work, work culture, work-life balance etc. varies from one team/org to another. So it may happen that you land up in a team which does not meet your expectations. Though in recent years Microsoft has made internal transition much smoother and simpler.",4.0,5.0,5.0,4.0,4.0
2207,"""Plenty of great learning""",I worked at Microsoft full-time for more than 5 years,Constantly using new technologies and always something to learn.,"Never really enough time to get a solution worked out, when you have to move on to the next thing.",2.0,4.0,5.0,4.0,3.0
2208,"""Top notch!""",I have been working at Microsoft full-time,"Microsoft has a lot of bright people, fair compensation, and lots of opportunities for growth.",Some orgs within Microsoft are more exciting than others. (Azure & Cloud >> Windows and Devices),5.0,5.0,4.0,5.0,4.0
2209,"""Place for Growth and Impact, Culture Still Needs Work""",I worked at Microsoft full-time for more than a year,"Manager and entire team was dedicated towards nurturing employees, very open and helpful. Team was enthusiastic about making impacts and doing the right things.","Culture and initiatives were often bottoms-up, leading to the loudest voices getting the most resources. Focus on customers was less developed, and there was much more incentive to get new features out than to investigate bugs and improvements in user experience.",3.0,3.0,5.0,4.0,3.0
2210,"""SDE""",I have been working at Microsoft full-time,Have good work life balance,"big company, more political issues and slow movement",4.0,3.0,3.0,3.0,3.0
2211,"""Senior SDE""",I have been working at Microsoft  for more than 5 years,Good old place with lots of benefits,Not much compensation to offer,,,,,
2212,"""Retail review""",I have been working at Microsoft full-time for more than 5 years,"Benefits are great, pay has been good in terms of working in retail.","Retail leadership is not great, it fluctuates. Retail Leadership keeps trying to cut benefits.",4.0,5.0,4.0,4.0,4.0
2213,"""Principal Software Eng Mgr""",I have been working at Microsoft full-time for less than a year,"flexibility
ubiquitous tech
great philanthropy
smart people
large impact(global)
solid promo trajectory","politics at times
too many higher ups(execs)",3.0,4.0,4.0,3.0,3.0
2214,"""Director""",I have been working at Microsoft full-time for less than a year,"Best Employee Friendly Company I have ever seen,good perks, good food , good work culture
good cocurricular facilities.
Company is transforming by adopting cutting edge technologies . Research and innovation wing under new leadership has been able to re energise staff  . Exciting things are happening at this department . Great penchant for innovation",Should improve hiring process . Its very slow and time taking process . Time lines for hiring is generally more than 8 months which is very tedious and time consuming  . Overall coordination with many departments is slow and issues that need faster resolution doesn’t happen overnight . Finance and travel department needs strong restructuring . Any issues addressed to these departments doesn’t get resolved quickly,4.0,4.0,5.0,5.0,2.0
2215,"""UX Designer Intern""",I worked at Microsoft ,"Great learning experience for entry-level students; it's a huge company with many resources, and they make an effort in the internship program to help you meet other interns and full time employees. Although there are relatively few designers at Microsoft, the designers I met and worked with were really great, talented people who were willing to share their knowledge and expertise. It was a fun environment and people are approachable.","Projects can move slowly. There are too many different teams doing different things, and it's hard to take advantage of the abundant knowledge and skills or to collaborate across teams.",5.0,5.0,5.0,5.0,4.0
2216,"""Application Developement""",I have been working at Microsoft full-time for more than 10 years,well organized technology company with good opportunities to grow,pockets of the company are managed with old style,5.0,4.0,4.0,5.0,5.0
2217,"""It's what you make of it""",I worked at Microsoft full-time for more than 10 years,"- big company, very stable
- great benefits, great work environment
- lots of groups / products, so lots of variety of projects, work load, etc. Choose wisely.
- in the right group, you will be rewarded for your efforts/performance
- reasonably consistent and predictable review process
- seattle weather","- big company, so can be political/slow
- some groups are better than others, both in terms of product and quality of team, so make sure you have the right one for you.
- seattle weather",3.0,4.0,5.0,5.0,4.0
2218,"""Azure is a political power grab""",I worked at Microsoft full-time for less than a year,"Amazing reputation, work with stellar people, awesome experience, top compensation","Thrown into the deep end, 70+ hour workweeks, lots of travel",2.0,4.0,4.0,5.0,3.0
2219,"""Application Developement""",I have been working at Microsoft full-time for more than 10 years,well organized technology company with good opportunities to grow,pockets of the company are managed with old style,5.0,4.0,4.0,5.0,5.0
2220,"""It's what you make of it""",I worked at Microsoft full-time for more than 10 years,"- big company, very stable
- great benefits, great work environment
- lots of groups / products, so lots of variety of projects, work load, etc. Choose wisely.
- in the right group, you will be rewarded for your efforts/performance
- reasonably consistent and predictable review process
- seattle weather","- big company, so can be political/slow
- some groups are better than others, both in terms of product and quality of team, so make sure you have the right one for you.
- seattle weather",3.0,4.0,5.0,5.0,4.0
2221,"""Azure is a political power grab""",I worked at Microsoft full-time for less than a year,"Amazing reputation, work with stellar people, awesome experience, top compensation","Thrown into the deep end, 70+ hour workweeks, lots of travel",2.0,4.0,4.0,5.0,3.0
2222,"""Great place to work!""",I worked at Microsoft full-time for more than 10 years,"Opportunity to have big impact.
Opportunity to work with brilliant people.
Opportunity to learn and develop new skills.","Old review model forced unfair review and compensation.  
Review model supports unbalanced work life balance.",4.0,5.0,5.0,5.0,4.0
2223,"""Great long-term company to work for""",I have been working at Microsoft full-time,"Super-flexible, relaxed work atmosphere
Great benefits",Career progression is very manager-dependent,,,,,
2224,"""Great company""",I have been working at Microsoft full-time for less than a year,Company seems to be bouncing back thanks to the leadership team.,Legacy takes time to overcome.,4.0,5.0,5.0,5.0,5.0
2225,"""Good company""",I have been working at Microsoft full-time for more than a year,Interesting projects that one could work on.,Frequent reorganizing and management change.,,,,,
2226,"""Limitless growth""",I worked at Microsoft full-time for more than a year,Great people around you. Gazillion of opportunities for growth (if you are not lazy).,Remote work was not yet part of the culture,4.0,4.0,5.0,5.0,4.0
2227,"""Optical Engineer II at Hololens Project""",I have been working at Microsoft full-time for more than 5 years,"Very professional environment, academic oriented, full transparent collaboration with subsidiary offices.","Lower pay, very structural and hierarchical",5.0,5.0,5.0,3.0,4.0
2228,"""Principal Software Dev Engineer""",I worked at Microsoft full-time for more than 8 years,"Great place if you have a good manager and project. Very stable job, good work-life balance, good co-workers and lot of opportunities.","Company was too slow moving, showed very little respect to outside technologies. The division partner/VP called the shots based on his view of the world, there was to checks and balances or factoring in of customer needs or competitive progress.",5.0,2.0,4.0,4.0,2.0
2229,"""Service Advisor""",I worked at Microsoft full-time for more than a year,"Great benefits, on the job training, great people, approachable management",Not much direction on how to move forward with company,4.0,5.0,5.0,,3.0
2230,"""Pro & Cons from a 19 year microsoft veteran""",I worked at Microsoft full-time for more than 10 years,"Global organization with a lot of historical growth & leadership
A lot of opportunity to work on different enterprise technologies
Historical opportunities to try out different roles although the company is now standardizing to Software Engineers only","A lot of internal politics and unfair HR policies/people
Ageism very proactive at the cost of losing expensive IP & retraining costs
Profit trumps everything else",3.0,2.0,4.0,3.0,1.0
2231,"""Long time Microsoftee""",I have been working at Microsoft full-time,"nice suburban campus, great benefits","little bit slow paced, too many re-orgs and office moves",4.0,3.0,3.0,4.0,2.0
2232,"""Finance PM @ Microsoft""",I have been working at Microsoft full-time for more than 3 years,"pays well, good place for personal development","somewhat negative environment/culture, highly siloed",3.0,2.0,4.0,4.0,3.0
2233,"""Amazing company""",I worked at Microsoft full-time,"Cutting edge products, great minds and good atmosphere",Sometime you get what you ask for,4.0,5.0,5.0,4.0,5.0
2234,"""SW/FW Engineer II""",I have been working at Microsoft full-time,Great place to get to work,There are no cons to working here,5.0,5.0,4.0,4.0,5.0
2235,"""Microsoft Product Advisor""",I have been working at Microsoft full-time for more than 5 years,Great Benefits. Decent Pay. Good work & life balance.,Slow at times. Not enough growth opportunity.,4.0,5.0,3.0,5.0,4.0
2236,"""Review for mid-level developer""",I have been working at Microsoft full-time,"Good work-life balance, stable job","Politics, Everyone trying to become more ""visible""",5.0,3.0,3.0,3.0,2.0
2237,"""Big company. Lots of products!""",I worked at Microsoft full-time for more than 5 years,Lots of opportunity to work on products that influence billions of people. Beautiful campus.,Big company that moves slowly on product decisions.,5.0,3.0,4.0,4.0,3.0
2238,"""Premier Field Engineer""",I have been working at Microsoft full-time for more than 8 years,"Salary, Benefits, trainings, open door policy","Work life balance, Travel, Evaluation",2.0,5.0,5.0,5.0,5.0
2239,"""Microsoft is a very good company and working with servers is easy""",I worked at Microsoft full-time for more than a year,The reasons why I  choose to work in Microsoft is because of getting more experience in networking  and building a career.,It is competitive working with people that has higher certification than you,4.0,4.0,5.0,4.0,3.0
2240,"""software engineer""",I worked at Microsoft full-time for more than 3 years,bill gates is the best!,i never got a unicorn!,,,,,
2241,"""Excellent Company""",I have been working at Microsoft full-time for more than 10 years,The people at this company are amazing! You will work with some of the most intelligent people in tech. The majority of individuals are driven and believe in the work they do.,"Navigating any large company can be difficult, you'll want to network as often as possible until you've made contacts across all teams you are dependent upon. And then learn about all the other teams and organizations!",5.0,4.0,5.0,3.0,3.0
2242,"""Sales professional""",I have been working at Microsoft full-time for more than 8 years,Challenging role.  Good pay. Great customers and experience.  Good resources to apply in every sales opportunity.  Opportunity to help customers with their digital transformation.,"Politics.  Favoritism.  upper management plays favorites.  Sometimes quota is set by gut feel and not very accurate.  Great role an individual contributor, but not much opportunity to grow within the role",5.0,3.0,2.0,4.0,3.0
2243,"""Program Manager""",I have been working at Microsoft full-time,Diversified work group. Smart employees.,Process could be slow. A lot of reorg.,,,,,
2244,"""Sales Director""",I have been working at Microsoft full-time for more than 5 years,"Culture , people , pay and benefits","Benefits , complexity, legacy , sales model",5.0,4.0,4.0,4.0,3.0
2245,"""Microsoft review""",I worked at Microsoft  for more than 10 years,"Moving in the right direction regarding the cloud, good innovation, improving culture, always a challenging envirorment where you need to learn constantly",Too many yet not agile process,4.0,4.0,4.0,4.0,4.0
2246,"""Senior Program Manager""",I worked at Microsoft full-time for more than 10 years,"smart people, great benefits, ability to have a big impact.",sometimes the politics can be a bit much if you find yourself on a bad team.,,,,,
2247,"""Mistake""",I worked at Microsoft full-time for more than a year,Private office. That's literally the only reason.,"Micromanagement, poor tools, a fragmented company, lateral motion is hard.",5.0,,1.0,2.0,
2248,"""HR""",I have been working at Microsoft full-time for more than 5 years,"Flexible hours if you're on the right team, benefits","More than 40 hours per week, promotions SLOW, pay average",3.0,2.0,2.0,3.0,2.0
2249,"""Principal program manager""",I have been working at Microsoft full-time,Collaborative empowering and work life balance,With new management as a result of reorganization there are good engineers who lose out and typically leave company,,,,,
2250,"""At Microsoft, you are constantly in fear of losing your job""",I worked at Microsoft full-time for more than 8 years,"A huge company with possibility to move around, middle of the road pay, loads of opportunity to work on the leading edge","Stress levels are constantly through the roof.
Transparency in management is hit or miss and even when it's good, it's not constant.  The organizational partnerships and needs and relative tooling/tech grow and die rapidly.  This makes it hard to partner across the company and build collective solutions.  Expectations are sky high for marginal or even low results.  In every job I've held at this company I and nearly all of my co-workers have felt a fear of losing our job at any moment due to a re-org or anything else out of our control.  
I rarely find anyone to properly inspire me and help me feel excited to come to work.  Although I am very self driven, this causes turmoil for the tone of everyone interacting in the hallways or in meetings.  It feels fight or flight nearly everywhere.",2.0,3.0,3.0,2.0,3.0
2251,"""Empowering""",I worked at Microsoft full-time,The mission to empower everyone on the planet to do more.,Culture is going through a transformation which is good but does have it challenges.,3.0,3.0,3.0,3.0,3.0
2252,"""Customer Experience Manager""",I have been working at Microsoft full-time for more than 5 years,"The benefits are good, the trips are fun,  and you meet cool people.","Had to move across the country to get promoted at all, the benefits have decreased in recent years,  and I can't even afford a car when I live alone with two dogs.",1.0,4.0,2.0,5.0,3.0
2253,"""Retail store employee""",I have been working at Microsoft full-time for less than a year,Microsoft provides some amazing benefits.,"Working in retail with an inexperienced management team who micro-manages makes it difficult to excel and exceed expectations.  Also, even though Microsoft claims to emphasize a work/life balance, it's difficult to do so with the demands of the retail industry.   And opportunities into the Corporate part of Microsoft are almost impossible coming from Retail.",3.0,5.0,3.0,5.0,3.0
2254,"""Not what it was""",I worked at Microsoft  for more than 10 years,Some very smart people if you know who to talk to,Wildly varying engineering and management quality,4.0,2.0,4.0,4.0,3.0
2255,"""Good Experience""",I worked at Microsoft full-time,"Smart and driven employees, opportunities to be part of businesses that touch millions of people/companies, fairly easy to move around company and get different experiences",Many people with big egos.  Harder for introverts to stand out on work output alone,3.0,4.0,5.0,5.0,4.0
2256,"""Microsoft""",I worked at Microsoft full-time,Company was willing to spend money on their people.,Everyone fought for themselves due to cut throat company policies.,4.0,3.0,4.0,4.0,2.0
2257,"""mixed bonus distribution""",I have been working at Microsoft full-time for more than 5 years,"challenging, rewarding with good benefits",bonuses depend more on your manager than on your performance,3.0,4.0,5.0,5.0,4.0
2258,"""Learn alot and be proud of accomplishments, but don't expect that to make you successful""",I worked at Microsoft full-time for more than 8 years,"Highly Intelligent colleagues, exciting projects.","Highly Politicized Environment, must play the game to advance.",4.0,3.0,1.0,4.0,4.0
2259,"""Microsoft""",I worked at Microsoft full-time,Company was willing to spend money on their people.,Everyone fought for themselves due to cut throat company policies.,4.0,3.0,4.0,4.0,2.0
2260,"""mixed bonus distribution""",I have been working at Microsoft full-time for more than 5 years,"challenging, rewarding with good benefits",bonuses depend more on your manager than on your performance,3.0,4.0,5.0,5.0,4.0
2261,"""Learn alot and be proud of accomplishments, but don't expect that to make you successful""",I worked at Microsoft full-time for more than 8 years,"Highly Intelligent colleagues, exciting projects.","Highly Politicized Environment, must play the game to advance.",4.0,3.0,1.0,4.0,4.0
2262,"""Good company""",I worked at Microsoft full-time,"good teams
fun projects
lots of cool perks","some of the managers
some of the teams
some of the projects",,,,,
2263,"""An overall great place to work!""",I worked at Microsoft full-time for more than 5 years,"Amazing benefits, great tools for learning systems, overall company culture","Direct management was disorganized, room for growth difficult due to its current career paths, work/life balance is poor, with such a large organize can be difficult to grow and be heard",2.0,4.0,3.0,5.0,2.0
2264,"""Product Advisor""",I have been working at Microsoft part-time for more than a year,Microsoft gives a new Surface device to retail employees upon hire and the option of a paid learning trip to Microsoft headquarters. Excellent benefits for part time employees.,"Compensation for Microsoft employees is below average compared to rival tech companies competing locally in the retail market. Advancement is possible, but only through relocation. An overabundance of managers on duty cause constant frustration between all members of staff and little guidance for successfully completing daily, weekly, and quarterly objectives. No commission offered for a very demanding sales roll.",2.0,4.0,3.0,3.0,1.0
2265,"""Software developer""",I have been working at Microsoft full-time for more than a year,I am very satisfy about Microsoft work environment.,it takes more work load at microsoft,5.0,5.0,5.0,5.0,5.0
2266,"""Love""",I have been working at Microsoft full-time,"Treat me well, interesting work, amazing city and campus",No free conference passes for things like GDC,,,,,
2267,"""Why work at MSFT?""",I worked at Microsoft full-time,"I'm a 20+ year veteran.  The company provides great healthcare benefits. Pay is competitive+, $800 stay-fit credits/year. Your experience depends on your manager",Crappy leadership in the field.  Politics are insane. Your success really depends on your manager.  Reorgs put people into roles they have no business being in.  God forbid if you're above 50.  A VP was fired for harassment then was reintegrated into the company as VP after an acquisition.  Unbelievable.,3.0,1.0,2.0,4.0,2.0
2268,"""MS""",I worked at Microsoft full-time,"Good benefits, large support group,","slow leadership, slow to recognize, a lot of red tape.",4.0,2.0,3.0,3.0,2.0
2269,"""Great company, lots of opportunity but too political""",I worked at Microsoft full-time for more than 10 years,"Microsoft is an amazing company.  Lots of bright people, great compensation, lots of opportunities in different types of products and services.",The environment at Microsoft is very political with infighting between teams and lots of turf battles.  Products often rise or fall not on their merit but based on the power of the executive in charge of the product.,3.0,2.0,5.0,5.0,2.0
2270,"""Great Benefits, Lack of Work/Life Balance""",I worked at Microsoft full-time for more than 3 years,"Benefits, Moral Events, Campus Events, Training and Company events in Vegas or Seattle are fantastic.","Yearly attrition and horrible management communication. The company wants its Customers and its Engineers to believe they're customer focused, but it still really metric focused.",2.0,5.0,5.0,5.0,3.0
2271,"""Great pay, benefits, and people""",I have been working at Microsoft full-time for more than a year,"* Great time to work here, Satya is a terrific CEO, and the culture is co-operative and rewarding.
* Great pay and benefits.","Despite the enthusiasm for being open to all technologies, most teams are still C# and .NET shops.",4.0,5.0,5.0,5.0,5.0
2272,"""Amazing Employer""",I have been working at Microsoft full-time for more than 5 years,"Innovative thinking, opportunity to build something new from the ground up and see the success, great autonomy to do great things and have a tremendous impact.",Heavy work schedule - sometimes challenging work-life balance.,4.0,5.0,5.0,5.0,5.0
2273,"""Steep Learning Curve""",I have been working at Microsoft full-time,Great salary and overall  benefits,New hire training doesn't have anything to do with your job,3.0,4.0,4.0,5.0,4.0
2274,"""Location""",I have been working at Microsoft full-time for more than 5 years,"Microsoft has typically always done right by high performing employees, however some of the flaws in the Salary are geographically based and therefore create discrepancies among employee expectation.","There are Geographic Discrepancies, but the market demand doesn't necessarily change.",,,,,
2275,"""Pretty Good""",I have been working at Microsoft full-time,"Laid back environment, thirty hour work weeks.",Lack of rapid upward growth.,5.0,5.0,3.0,4.0,4.0
2276,"""Evolution""",I have been working at Microsoft full-time for more than 3 years,"Great benefits
Work-life balance
Challenging, impactful work
Smart, passionate, caring people
Competitive Pay
Supportive Management 
Satya is fantastic
Admirable company mission 
Clear progress towards positive change","Extremely ambiguous environment
Lack of process 
Outdated, inefficient systems in many areas
Hierarchical/Bureaucratic
Change is slower than we would like",5.0,5.0,4.0,5.0,5.0
2277,"""Depends on the group""",I have been working at Microsoft full-time for more than 10 years,"Lots of smart people
Many of challenging positions
Company invests in and nurtures employees","Many groups lack vision or purpose
Showing up well to your managers peers is more important
Aggression is rewarded",4.0,4.0,5.0,4.0,2.0
2278,"""Factory Repair Manager""",I worked at Microsoft full-time for more than a year,"Great salary, benefits, and culture",There were times when it was harder than it should be to find the right owner for decisions regarding processes that crossed organizational boundaries. There was also many times where decisions were made that impacted my specific job and/or area of the company that didn't seem logical or make good business sense.,5.0,4.0,3.0,5.0,2.0
2279,"""Factory Repair Manager""",I worked at Microsoft full-time for more than a year,"Great salary, benefits, and culture",There were times when it was harder than it should be to find the right owner for decisions regarding processes that crossed organizational boundaries. There was also many times where decisions were made that impacted my specific job and/or area of the company that didn't seem logical or make good business sense.,5.0,4.0,3.0,5.0,2.0
2280,"""Microsoft is a great company to work for""",I have been working at Microsoft full-time,"Amazing benefits, we are well taken care of.","Little work/life balance, but can be easily managed.",3.0,5.0,4.0,5.0,4.0
2281,"""Great work environment""",I worked at Microsoft ,Great culture. People are very friendly and open. Cool new products coming down the pipeline.,Big company. Sometimes slow when implementing things.,5.0,5.0,5.0,4.0,5.0
