,Title,WorkTime,Pros,Cons,Work/Life Balance,Culture & Values,Career Opportunities,Compensation & Benefits,Senior Management
3215,"""Senior Technical Staff Member""",I worked at IBM full-time for more than 8 years,"If you have a love for technology, there's a lot going on at IBM at all times. Easy to build relationships with cross-functional team members. And the breadth of knowledge one can gain is limitless. Lots of opportunity to learn from customer engagements, stay on top of industries, good insight from research organizations like Garter, IBV, IDC, Forrester.",Some of the pros can turn into a con as well. Quest for knowledge can sometimes be overwhelming and take away focus on what you want to achieve in your career.,4.0,4.0,4.0,3.0,4.0
3216,"""To work at big blue""",I have been working at IBM full-time for more than 10 years,Brilliant co workers.  Large company with lots of different opportunities to work in different jobs throughout your career. Lots of self-training resources at your fingertips.,Large company. Slow to change.  No sincere employee concern.  Perhaps not even a client concern.  Seems to be all the attention is the number reported to shareholders every quarter.,2.0,3.0,4.0,2.0,2.0
3217,"""IT Services Manager""",I worked at IBM full-time for more than 5 years,Large IT company with many resources and business lines.,"IBM is in CONSTANT flux trying to adapt to a world where the need/demand for large Mainframes has dwindled tremendously.  IBM has been forced to cut down product lines, and unfortunately, has let go huge numbers of US workers with great experience and knowledge, for much cheaper but less experienced workers from India, China, Russia, Philippines, South America, etc.  The net result is that I was terrified to sell IT Technical Services since I knew that the quality of services provided was mediocre at best, yet I was charging customers the highest prices just because they were from IBM.",1.0,3.0,3.0,3.0,2.0
3218,"""Technical Support Associate""",I worked at IBM full-time,"Higly flexible, good environment, encourages productivity",might keep on bench for long time,,,,,
3219,"""IBM Think - total snooze fest.""",I worked at IBM ,IBM - I Be Marketing.....,"Rometty, IBM lacks relevant leadership",2.0,2.0,2.0,2.0,1.0
3220,"""Good""",I worked at IBM full-time,Good experience with the company,No hike or bonus provided,,,,,
3221,"""P-TECH Brooklyn""",I have been working at IBM full-time for more than 3 years,I am an IBM mentor for the P-TECH Brooklyn school because I am continuously inspired by their mission to infuse education with STEM focused insight.,Would like to have students come to the IBM office more.,3.0,4.0,5.0,4.0,4.0
3222,"""Sales Manager""",I have been working at IBM full-time for more than 8 years,"Great Technology, excellent benefits, awesome training","constant downsizing,  consultant pricing is high, employee morale is low",4.0,5.0,4.0,4.0,4.0
3223,"""Overall: Okay""",I worked at IBM full-time,Work life balance was heavily emphasized,promotions weren't often available even after years.,5.0,3.0,1.0,3.0,3.0
3224,"""Client Partner""",I have been working at IBM full-time for more than 3 years,Great work-life balance.  Entrepreneurial mindset.  Amazing set of services and solutions to truly transform the world,Slave to the market.  Compensation below competitors,5.0,5.0,4.0,3.0,4.0
3225,"""Just OK""",I have been working at IBM ,- Large company with solid benefits,"- So large you feel lost in the overall vision of the company
- Executives detached from everyday work",,,,,
3226,"""Marketing Program Manager""",I worked at IBM full-time for more than 3 years,"Ability to work from home
Work Life Balance
Plenty of career opportunities to do many different things","spend a lot of time in phone meetings
sometime you feel invisible as the organization is too big and you dont always know what the upper management is thinking.",4.0,4.0,4.0,4.0,4.0
3227,"""Awesome to work""",I have been working at IBM full-time for less than a year,"Great environment, home office, friends, new technologies",I don't have anything to say that I think could bring anything better...,5.0,5.0,4.0,3.0,3.0
3228,"""Stay Away""",I worked at IBM full-time for more than 10 years,"Work Life balance was usually good, depending on Manager.  Pay is decent. Some good people still remaining that are on the clock whether they know it or not.","Company is in a never ending state of ""transformation"" which means you're number could be up at any moment. Rolling layoffs every 6 months. No respect or trust for employees, micro management to the hilt. Things are very bad here, and getting worse.",3.0,1.0,1.0,3.0,1.0
3229,"""Sales of Services, Products""",I have been working at IBM full-time for more than 10 years,"Diversified opportunities, ample products to work it","Very big company, hence visibility is low",4.0,4.0,4.0,4.0,4.0
3230,"""Abundant opportunities if you fight for them""",I have been working at IBM ,"Diversity of challenges to solve
amazing colleagues - some of the smartest people I’ve ever met are IBMers. I love the people I work with
Geographic reach","Upper level management out of touch with customer and employee needs and too entrenched in legacy, cumbersome business processes. Incentive systems based on previous org siloes that can make it feel impossible to collaborate across business units for the benefit of customers. Mixed messages on purpose: shareholders vs customers vs employees vs society. Despite a female CEO still limited women at the top and no visible effort to nurture the next gen of female execs.",3.0,3.0,4.0,3.0,2.0
3231,"""Best place to work at""",I worked at IBM full-time,"Best place to work at, Balanced professional and personal life.",No much growth for an employee in some teams.,4.0,4.0,4.0,4.0,4.0
3232,"""SAP Functional Lead""",I have been working at IBM full-time for more than 10 years,"Diverse opportunities, Large workforce, Client Focus","Very low compensation, Poor performance review",1.0,2.0,2.0,2.0,3.0
3233,"""Slide to disappointment""",I worked at IBM full-time for more than 10 years,"Strong technologies and vision, great people",Unstable direction and management.  Struggling to find place in marketplace.  Difficult to work there.,1.0,2.0,1.0,2.0,1.0
3234,"""Great place to work""",I have been working at IBM full-time for more than a year,"Teams that I work with in Poughkeepsie are the most supportive of any of my previous employments. They are willing to take the time to lend a hand even if it means they will have to take time later in the day to catch up on work missed when helping me. They have so many opportunities to help the community that I am involved in: P-Tech, BRGs,  eWeek, etc. I think it's a very family oriented place, having been hired recently, it is warm and welcoming. Also, they are very flexible with working from home.  I've had the opportunity to travel around the globe about 4 times in only 2 years working here. Management gives good feedback and there are so many different areas to work in - it's mind boggling!","It's a global company so naturally you will have people working 24/7 trying to make it work. Also, there are not enough new hires to compensate for retention problems (my generation does not like to stay in one place for long and the turnover is normal but they need to hire more to make it worth while). Also, not everyone loves the hudson valley (I do, but just know that this is NOT NYC)",5.0,5.0,4.0,3.0,4.0
3235,"""IBM is a great place to work and have a career""",I have been working at IBM full-time for more than 10 years,"Many Locations around the US and the World
Many different types of jobs - not all are I/T
Competitive Salaries and Benefits in job market
Trying to become more agile and collaborative every day
Lots of educational opportunities
Room for advancement and growth if employee shows desire and initiative
Work life programs, exercise incentives, etc
Good checks and balances with management in place
Pushing for use of newer technologies and Cloud",Getting better but still too many processes at times.,5.0,5.0,5.0,5.0,5.0
3236,"""2018 Review""",I have been working at IBM full-time,Great 401K match at 6%,Health Insurance out of pocket continues to rise while raises fall off  - even for seasoned employees with exceptional performance. 401K match is only paid at the end of the year to make sure no one leaves while they wait  on there 'potential' raises.,4.0,4.0,3.0,3.0,3.0
3237,"""Watson Internal Embed""",I have been working at IBM full-time for more than 3 years,I get to work with cutting edge technology on a daily basis. I get to be creative and agile to determine new use cases for artificial intelligence in the real world. Sometimes this is with clients and sometimes this is with internal IBM teams collaborating in order to create the next best use for cognitive.,Watson can be applied to various industries in many different ways. Goals and metrics are constantly changing so you have to be flexible and motivated to learn new skills to keep up with the fast paced market.,5.0,3.0,4.0,5.0,4.0
3238,"""IBM Review""",I worked at IBM full-time,Great salary and an opportunity to grow skills in many areas,"Business is in constant state of change, lack of direction, lack of investment in existing solutions, change performance requirements to meet headcount reduction needs",4.0,1.0,3.0,5.0,1.0
3239,"""Account Manager""",I have been working at IBM full-time,"challenging work, account ownership, great products","Constantly changing territories, product coverage, teams",4.0,4.0,4.0,4.0,3.0
3240,"""Senior Cloud Architect""",I have been working at IBM full-time,Amazing company to work for. Everyone is very nice and kind when it comes to the pressure mode. IBM provides great benefits for mothers and amazing flexibilities for young families.,Do not have any thing bad to say.,5.0,5.0,3.0,5.0,1.0
3241,"""Computer Operator Technician""",I have been working at IBM full-time,The pay is good but they will use you to move jobs off-shore or to lower paying vendor.,"Some areas lack management direction.  They really care about bottom line more than valuing the employee unless you have something to really give them in their main business goals.  If you support normal, boring, day-to-day operations you are always targeted for a lay-off or training lower skilled, cheaper labor off shore or a lower paying vendor they work with.",2.0,3.0,2.0,2.0,1.0
3242,"""Mixed feelings""",I have been working at IBM full-time for more than 3 years,"Awesome people to work with, for the most part. Very good work/life balance.","Perks are almost non-existent, medical insurance is shockingly expensive, and pay is much lower than market.",5.0,3.0,4.0,3.0,1.0
3243,"""Positive Experience""",I have been working at IBM full-time for more than 8 years,Many talented people. Innovative engineering and research. Constant challenge and exposure to cutting edge technology. Very friendly atmosphere and flexible schedule.,The goals and directions are changing too frequently.  Lack of focus and the value for the company is often unclear. Resources are tight.,5.0,4.0,4.0,3.0,3.0
3244,"""Business Consultant""",I have been working at IBM full-time,"Well-paid salary, travel opportunities, work from home opportunities",Lack of work life balance,1.0,3.0,4.0,5.0,2.0
3245,"""Not so good""",I worked at IBM full-time,work life balance is good,salary is not so good,,,,,
3246,"""Package Solution Consultant""",I worked at IBM full-time,"Good exposure
Puts you on client-sites
Gives you opportunity to handle responsibilities",Tough to change service lines,5.0,5.0,5.0,5.0,5.0
3247,"""Long timer and I still love it""",I have been working at IBM full-time for more than 10 years,"Flexible schedule, great volunteering opportunities like Corporate Service Corps and mentoring at a PTECH school.",We've had a bumpy road for the last few years. I don't get backrubs and oil changes like at startups. We don't make stuff that people buy off the shelf.,5.0,5.0,4.0,4.0,5.0
3248,"""Engineer""",I worked at IBM full-time,Great work environment with high growth potential,It can be difficult to navigate through the bureaucracy.,,,,,
3249,"""Toxic working enviroment""",I worked at IBM full-time for more than 3 years,"Big name, been around for over 100 years, industry recognized, tons of training... if you need a stepping stone kind of company, sure, go ahead and work for them.","Extremely negative working environment, layoff is never far from you, most people's goal is to hanging there one day at a time;  your career advancement is based on your ""network"", aka who do you know, not whether you are the most qualified candidate. Corrupted management (95% of them) that is only there to protect their managers even if the manages are in violation of company code of conduct. HR is the most evil, shameless and unethical team I've ever experienced. They'd lie to your face, re-define ""retaliation"" and ""discrimination"" to defend for their managers who are at fault. They even went above and beyond to delete record in SalesConnect hoping you cannot prove they are wrong.  Tons of employees over  age 50 got let go,  nickle and dime with employees' benefit, for example, they only match your 401K once a year on 12/15 each year, for those who left before 12/15, will not get a penny! Very few good, ethical or competent  leaders, tons of managers whose only leadership skills is threatening your employment since they simply cannot lead. Highest turn over rate - our BU had around 45 employees in 2014, now down to roughly12. Lowest moral, the environment is so toxic and depressing that you can smell it and feel it.",2.0,1.0,1.0,3.0,1.0
3250,"""I'm By Myself""",I have been working at IBM full-time for more than 3 years,"Great potential, Great training, Great people, Smart People, Great Legacy","Bad management, Disconnected, Dishonest,  High Turnover, Little Accountability",3.0,1.0,2.0,3.0,1.0
3251,"""I enjoy working for IBM Cloud""",I have been working at IBM full-time for more than a year,I've worked for IBM Cloud for over a year and a half and I have really enjoyed every day. We work mostly infrastructure and hardware to expand services in an IaaS environment.,"There seems to be a fair amount of turn-over for new hires. Most that newly join the company seems to not even know that much about working on home computers. It leads to more advanced techs having to teach about even simple components and proper handling of these components. In the long run, it turns into techs working to advance their career having to spend less time taking the certifications to advance and more time teaching basics over and over.",3.0,4.0,5.0,5.0,3.0
3252,"""Public Sector""",I have been working at IBM full-time,"Name recognition, access to all technologies and all clients.","Constant strategic shifts, constant renaming/rebranding/transforming make it difficult to establish footing",3.0,4.0,4.0,4.0,4.0
3253,"""Senior Director""",I have been working at IBM full-time for more than 3 years,"IBM works hard to ensure that all employees embrace a set of core values and not only deliver IBM services  accordingly, but also to reach out to the broader community in a variety of ways to support those values.",It is big. Really big.  And it takes some time to learn to navigate.,4.0,5.0,5.0,3.0,4.0
3254,"""good company""",I have been working at IBM full-time,good management and flexible schedule,in transition can be tough to navigate,,,,,
3255,"""IBM""",I worked at IBM  for more than 3 years,Learned a lot. Good people to work with,"Compensation could be better, but it is not bad.",3.0,4.0,4.0,3.0,4.0
3256,"""Security Specialist""",I have been working at IBM full-time,I like the flexibility in being able to work from home/remotely.  Decent pay for someone just out of college.,Not enough training provided for new college hires. Was never converted to a regular hire after 3 years.,4.0,3.0,3.0,3.0,3.0
3257,"""No long term growth""",I have been working at IBM full-time,"Friendly environment, great benefits, flexible schedule ability to work remote","slow growth movement, very relaxed dress code, slow on compensation",5.0,3.0,3.0,3.0,4.0
3258,"""Field Technician""",I have been working at IBM full-time,"work from home, company van, company paid health insurance, company match retirement investments",I have just been acquired by IBM and am unsure of my future with them.  There is a lack of communication as to what we will be doing.,3.0,3.0,3.0,5.0,3.0
3259,"""Summer Research Intern""",I worked at IBM full-time for less than a year,"Freedom to choose projects
Gathers very smart people
Always with a goal in real-world projects
Great food options at the restaurant (barbecues on Fridays are pretty good)
Very international environment, great mix of cultures
Perhaps the best company I saw in genre diversity
Good support for interns (hotel and shuttle sponsored by the company, or a lump sum option)","Sometimes is hard to diversify skills you may learn, if they are out of your team area",5.0,5.0,5.0,5.0,5.0
3260,"""Great Company!""",I have been working at IBM full-time for more than 10 years,"IBM is one of the most innovative companies in the world.  IBM offers some of the best employee benefits, opportunities for career growth, work that positively impacts society and innovative culture.",I have had a very positive experience working for IBM and there are no cons.,4.0,5.0,4.0,5.0,4.0
3261,"""Director""",I have been working at IBM full-time for more than 10 years,"Innovation, technical expertise and client first mentality",There are times when we are too slow to react,5.0,5.0,5.0,5.0,5.0
3262,"""It's Great to Work at IBM""",I have been working at IBM full-time for more than 10 years,"IBM has a long history of being a leader in technology. They invented and brought to market the first large-scale commercial computer (the System 360), invented the first disk drive, and revolutionized the Flash market. Now IBM is at the forefront of Cognitive, AI, Cloud, and Analytics. It's a great place for new engineers to showcase their talent.","In my career, I don't really see a downside.",5.0,5.0,5.0,5.0,5.0
3263,"""IBM paves the way...""",I have been working at IBM full-time,"Career opportunities, dedicated to skill development, excellent benefits, great people & partnerships, company willing to change with the times and evolve into a modern company with perks that matter.",Some executives stuck in old ineffective leadership styles,4.0,5.0,5.0,4.0,4.0
3264,"""I work at IBM and hated it but money was okey?""",I worked at IBM full-time for more than 3 years,Good collective of folks that are currently life sucked.,Too many operational procedure to manage folks implemented by controlling managers. No understanding of design but cheap usage of templates.,1.0,2.0,1.0,4.0,3.0
3265,"""A Global Leader in Diversity""",I have been working at IBM  for more than 10 years,"Amazing Diversity portfolio, and respect for the unique benefits each of us brings.  Amazing LGBT+ programs and support.","Need to find more focus in support functions, e.g. HR",3.0,3.0,4.0,3.0,3.0
3266,"""IBM is still an excellent career choice""",I have been working at IBM full-time for more than 10 years,"Access to  the depth and breadth of current technologies
Access to a vibrant technical community that is unparalleled
Access to a career path that allows you to grow and expand into",Its up to the employee to shape and drive your career,3.0,4.0,4.0,4.0,4.0
3267,"""Great Company with endless opportunities!""",I have been working at IBM full-time for more than 3 years,IBM is a huge company with many opportunities to grow!  Great benefits and work/life balance.,Company is very spread out.,5.0,5.0,5.0,5.0,3.0
3268,"""good company despite constant change""",I have been working at IBM full-time,"100 year old stable company with a lot of good people.  Teaming, work/life balance, decent pay, numerous opportunities to volunteer/grow/learn.",Less good people it seems every year.  Turnover and good people leaving for more stability or lucrative positions.  Much less loyalty (both ways) over last few years.  Constant change that affects ability to be successful and even clients sometimes.,4.0,5.0,3.0,3.0,3.0
3269,"""Greatest engineers, can't say the same for management""",I have been working at IBM full-time for more than a year,"You get to work with the greatest minds on earth, learn from the best in the industry, and be part of history.","Payment including raises and bonuses is no so great, some people are in the wrong place and management don't do anything about it.",4.0,5.0,5.0,2.0,1.0
3270,"""Business Politics""",I worked at IBM full-time for more than 10 years,Great company with a lot of opportunity for growth.,You to be able to understand and play the political game to be successful.,3.0,5.0,4.0,5.0,3.0
3271,"""architect""",I worked at IBM full-time,good benefits and great colleagues,no true strategy given to employees,3.0,2.0,2.0,4.0,3.0
3272,"""It's just ok.""",I have been working at IBM full-time for more than 5 years,"Flexibility on hours.
Training on a lot of things.","No work life balance, you will be blasted with a large workload and it will never cease.
Always wondering if you are next to be laid off.",1.0,3.0,2.0,3.0,3.0
3273,"""Seems to have lost its way...""",I have been working at IBM full-time for more than 10 years,Large company with reasonable opportunities for movement (not necessarily growth).,"Struggling to find its way as the IT landscape changes. Lack clear vision, executives not working together, splintered efforts.",1.0,2.0,2.0,2.0,1.0
3274,"""senior engineer""",I have been working at IBM  for more than 5 years,"Good culture, a lot of training, smart people,","poor food quality in cafeteria, relatively low pay comparing to other top companies",5.0,5.0,4.0,4.0,4.0
3275,"""IBM Review""",I have been working at IBM full-time for more than 10 years,Finally showed growth in 4Q 2017 after 22 straight quarters of decline,"No longer honor commitments to clients
Lack of trust and respect for employees
Continue to add layers of management",,1.0,1.0,2.0,1.0
3276,"""Once was Great""",I worked at IBM full-time,The people working with you in the trenches was the best part of the job.,"no loyalty, constant upper  mgt changes that constantly cause shifts in employees and job function. ""re-org"".   constant lay offs.",1.0,1.0,1.0,1.0,1.0
3277,"""Sinking ship""",I worked at IBM full-time for more than a year,"Many bright people hired in last 5 years (40% of company).
Reasonable pay and benefits.
Opportunity to learn if you take initiative.","Many incompetent people with company more than 10 years - most people could not get hired anywhere else since their skills have atrophied and are not competitive.
Rank and rate performance review system ( they have new name, but little has changed).
Company name = technology dinosaur in industry.
Lack of good values - integrity and honesty sorely lacking.",2.0,1.0,1.0,3.0,1.0
3278,"""IBM Review""",I worked at IBM  for more than 3 years,"opportunities, mainstream, ok culture; working more on employee culture",swing for fences mgt style; frequent adjustments,3.0,4.0,4.0,5.0,3.0
3279,"""Was good while it lasted""",I worked at IBM full-time for more than 10 years,Loved my job working with the talented and dedicated  professionals there.,We were all laid off in our prime.   No one is allowed to retire when they want to.  It i s forced before you are eligible for social security or Medicare.   Worst time if your life to be laid off.  Hard to find new jobs at this age.,4.0,3.0,1.0,5.0,1.0
3280,"""Overworked not impressed""",I worked at IBM full-time,Being able to use the brand,"Insurance, work hours and most of all the pay.",1.0,2.0,4.0,3.0,2.0
3281,"""Customer Success Manager""",I have been working at IBM full-time for more than 5 years,Good pay and 401K match,"Very stressful environment, terrible culture",1.0,1.0,1.0,1.0,1.0
3282,"""Enterprise Transformation Consultant""",I have been working at IBM full-time for more than a year,"Exposure, learning, great work life balance","Slower career growth, limited options",5.0,4.0,3.0,3.0,5.0
3283,"""Not a great place for MBAs or Strategy Consultants""",I worked at IBM full-time for more than 3 years,Big brand name (although questionable these days),Too much focus on tactical stuff (billable hours for Consultants) and not enough focus on longer term talent growth..,4.0,1.0,1.0,1.0,1.0
3284,"""Working at IBM""",I have been working at IBM full-time,"Opportunities for education, flexible hours","Long hours, disorganized management, few opportunities for career growth at my office, no overtime pay",2.0,,3.0,3.0,
3285,"""Intern for Z/OS""",I worked at IBM ,"-Nice Management
-Easy to reach out/talk to higher ups
-Quality group environment (for an intern)","-Management changes regularly, so who your boss is one summer may not even be there when you apply for a permanent position.",,,,,
3286,"""Technical Sales""",I have been working at IBM full-time for more than 3 years,tons of learning and education. Good starter job,"moribund and low pay. If you need to pay the bills, work here and then move on",4.0,4.0,2.0,2.0,3.0
3287,"""IBM Engineering""",I worked at IBM ,"The culture is very friendly, they have good benefits and you're always working on a project and you can even move around",There are sometimes done not so fun projects that may be interesting to work on but you don't get all of the work for yourself,4.0,4.0,4.0,4.0,4.0
3288,"""Used to be a great company""",I have been working at IBM full-time for more than 10 years,WIDE range of opportunity in the company.,"Be nimble in moving from assignment to assignment. Too long on the bench, and you're out the door.",2.0,2.0,3.0,4.0,2.0
3289,"""Business Analyst""",I have been working at IBM full-time for more than 5 years,Working culture is so  good.,Too Many managers in the hierarchy.,3.0,3.0,3.0,2.0,1.0
3290,"""Think Twice""",I have been working at IBM full-time for more than 10 years,"There are lots of opportunities to learn more, take on new responsibilities, increase scope and responsibilities and loads of free educational resources including commercial resources.","There are constant layoffs, cut backs and other actions.  You can get the highest possible ratings and never see a raise or bonus.",1.0,3.0,4.0,1.0,2.0
3291,"""Just a number""",I worked at IBM full-time,"Good people, location good as well",Didn't care about its people from a corporate standpoint,,,,,
3292,"""great for knowledge. Lot of beurocracy""",I have been working at IBM full-time,- Lots of projects,"- bureaucracy
- no extra perks",3.0,3.0,3.0,2.0,2.0
3293,"""Sinking Ship""",I worked at IBM full-time for more than a year,Great individual contributors trying to succeed with shrinking budgets and available resources.,"Total focus on shrinking installed base.  Complete lack of understanding or focus of growth opportunities.  A toxic management environment.  Morale is horrible with everybody looking to leave.  Shrinking budgets, resources, and ability to execute.",4.0,2.0,1.0,4.0,2.0
3294,"""Application Developer""",I worked at IBM full-time for more than a year,Good opportunity for new graduated looking for experience. A lot of training is provided such as Java courses.,Projects can change from Java project to Big Data and totally something completely different than what you were hired for. No complaining for me though since it game me good experience.,4.0,5.0,4.0,2.0,4.0
3295,"""It's all about the Execution""",I have been working at IBM full-time,Challenging work. Great benefits.  Very good opportunities to continually learn and grow. Exposure to global markets and new technology.,"Leadership was very weak in the area I was in. Conflicting goals, lack of vision and  a poor approach.  Horrible execution and a general lack of accountability from cross functional teams. An almost maniacal emphasis on social media and marketing but outdated and overly complex systems and processes bog down work efforts.",4.0,3.0,4.0,5.0,1.0
3296,"""Senior Software Architect""",I have been working at IBM full-time,"Not a lot currently.  I used to consider stability, but at the moment that is no longer the case.",Much of the work is offshored.  A lot of the development work now requires substantial travel.,,,,,
3297,"""Talented co-workers; poor systems""",I worked at IBM full-time,"- Coworkers extremely capable and intelligent
- Promote professional development 
- Good salary and benefits","- Information systems to support office and work are poorly designed, overly complicated, and conflicting
- Very bureaucratic in terms of human relations and administration 
- Open work space (in combination with limited number of private meeting rooms) creates distracting work environment",2.0,2.0,4.0,4.0,3.0
3298,"""Business Development""",I worked at IBM full-time for more than 10 years,Many opportunities to move within the company and choose different career paths,Constant reshuffling of resources and changing priorities.,3.0,3.0,5.0,3.0,2.0
3299,"""Overall, working for IBM as a Business Transformation Consultant is a good entry-level job.""",I have been working at IBM full-time for less than a year,"They have state-of-the-art technology in areas such as blockchain, cloud, AI and robotic process automation. They offer great resources to learn about the different technologies and how they apply to certain industries. The hours usually aren’t bad (8-10 hours/day) and the people I’ve worked with are nice and helpful.","It’s easy to get lost in the crowd. IBM has recently hired a lot of entry-level consultants, so it can be difficult to get on a project, especially within the technology area and/or industry you’re interested in.",5.0,5.0,3.0,5.0,4.0
3300,"""Corporate Communications""",I have been working at IBM full-time for more than 10 years,"Without a doubt the best part of the job is the people. Brilliant, collaborative, and open to new ideas, they spur lots of opportunities for employees that aggressively seek advancement. And I'm particularly impressed and proud to call myself an IBMer because of their leadership in diversity, inclusion and patent leadership. I'm bullish about IBM's future and the powerful ways we can help our clients and their clients build smarter businesses.","At 380k people, this business is not for those who can't operate in a matrixed environment. It's best suited for networkers who thrive on the size instead of getting lost in it.",5.0,5.0,4.0,4.0,5.0
3301,"""Awesome place to work  . . .""",I have been working at IBM full-time for more than 10 years,"tons of opportunity to contribute, share ideas and be around really passionate smart people",engineering mentality sometimes gets in the way of creativity in the non technical areas . .,3.0,4.0,5.0,4.0,4.0
3302,"""Still Bleed Blue""",I have been working at IBM full-time,"Opportunities for employees to grow if willing to pursue
Good work life balance
Provides Work from home option","Frequent restructuring within teams and hierachies
Unnecessarily process oriented which slows down tasks",5.0,4.0,4.0,3.0,4.0
3303,"""Great Company""",I have been working at IBM full-time for less than a year,Great company to work for within the IoT space.. Very very smart people to work with. Just do not fall behind because you will get lost,Way too big of a company. Easy to get left behind.,4.0,4.0,5.0,4.0,3.0
3304,"""Great""",I worked at IBM  for more than a year,Cloud is growing with diverse applications,"Privacy risks, saturation of market",3.0,3.0,5.0,5.0,4.0
3305,"""k""",I worked at IBM  for less than a year,big company that can be technical,no reviews for unskilled people,,,,,
3306,"""Software Consultant""",I have been working at IBM full-time,IBM is a company with diversity. You will be working with people coming from all over the world.,"The company is large, so it is hard to understand the full capability of the company",4.0,4.0,4.0,4.0,4.0
3307,"""Associate Partnder""",I worked at IBM full-time,"GREAT Depth and breadth of WORLD-CLASS  technology, products, industry solutions and  services.",Not   as employee centric as they were  in the past.,4.0,4.0,4.0,4.0,4.0
3308,"""Senior Sales Engineer (CSP)""",I worked at IBM full-time for more than 3 years,Large company with massive amounts of resources to draw from.,"Constantly changing management, along with yearly staff reduction by either direct ""RA""s and other indirect means makes this a place where you always need to look out for your back.",3.0,2.0,3.0,3.0,2.0
3309,"""An excellent company""",I worked at IBM full-time,Opportunities for personal development and work on innovative projects.,Bureaucratic and there are slow processes.,5.0,5.0,5.0,3.0,3.0
3310,"""Managing Consultant""",I have been working at IBM full-time for more than 5 years,Good name recognition known around the world.,Poorly managed from the top down.  Employees are commodities and not valued.,2.0,1.0,2.0,2.0,1.0
3311,"""Very Nice Organization to Work for""",I have been working at IBM full-time for more than 5 years,If the candidate is open to adopt new technologies there are ample amount of opportunities for the employee,Hitting bench is not quite a favorable option,4.0,5.0,4.0,5.0,3.0
3312,"""Excellent opportunities""",I have been working at IBM full-time for less than a year,"Verizon sold their cloud/hosting business to IBM in Sep/2017 and I was among those who transitioned to IBM. From the beginning, I noticed how IBM offers a more organized environment, with excellent opportunities to improve and expand our careers, with clear learning paths and multiple resources.","Health insurance options seem to be designed for singles, who get free health insurance. Married individuals with kids pay expensive insurance to have spouses and kids covered. Compared to what I used to have at Verizon, IBM health care plans offer less and charge way more.",5.0,5.0,4.0,4.0,5.0
3313,"""Not the company is used to be""",I have been working at IBM full-time for more than 10 years,Great co-workers and the ability to work at a global level.  Lots of flexibility to make your job your own.,"Not the same company it used to be. More concerned about the shareholders than employee sat.  Many, many company benefits have been taken away little by little over the years. There's no job security anymore either, little by little they are finding very creative ways to get rid of employees to please the shareholders so lots of employees now jumping ship (including executives).",3.0,2.0,2.0,2.0,1.0
3314,"""good place to work but alot of bureauracy""",I worked at IBM full-time,good place to work but alot of bureauracy,as said above - lots of buerauracy,,,,,
3315,"""Project manager""",I worked at IBM full-time for more than 10 years,"Benefits, Health insurance, Flex schedule, Training, Job opportunities","No traveling and small Increase,",5.0,5.0,5.0,5.0,5.0
3316,"""Working At IBM""",I have been working at IBM full-time,Job stability and multiple opportunities,None that I know of,5.0,5.0,5.0,4.0,4.0
3317,"""Maybe OK for a new graduate if you don't mind being used""",I worked at IBM full-time,Lots of variety if you stay on top of the right place to be in a very large company,"MANY of them. floundering strategy. Products that are buzz and hype.  A CEO that cannot deliver.  They will cut you in a heartbeat. The whole ""new collar worker"" thing is a farce way to layoff seasoned people over 50 and not give them benefits that are due. New collar workers expect to never make what you want and to be disposable. RUN AWAY befire they sell it off for parts.",3.0,1.0,1.0,2.0,1.0
3318,"""Software Engineer""",I have been working at IBM full-time,"Little micromanagement, good work-life balance.","Management doesn't delegate equally. Some people get too much work, some people get too little.",,,,,
3319,"""Stress and negativity from the top down""",I have been working at IBM  for more than a year,"- Solid company reputation
- Somewhat decent salary","- Low morale (translated from extreme stress and frustration at the top, to a company spread too thin in the middle, to just a horrible outlook and experience for entry level employees)
- Can no longer trust that the company ""has your back"" - this used to be an excellent place to work (from what I am told by current and former long-term employees), but now has eschewed absolutely any semblance of ""Good ol' Big Blue"", the company that will take care of you if you take care of it. There is no sense of anyone being valued; people are laid off all the time without adequate warning, support, or compensation; and people just do not like working here any longer, plain and simple. Should have heeded the warning signs.
- Hiring less and less intelligent people. Prioritizing localized, easily replaceable workhorses over the best and brightest minds that used to make IBM something great.",3.0,3.0,2.0,3.0,2.0
3320,"""Better all the time""",I have been working at IBM full-time,One stop shop for technology solutions that are better than most,"no bonus or incentive pay unless sales, we work for the yacht owners",5.0,5.0,3.0,4.0,4.0
3321,"""Senior Consultant""",I have been working at IBM full-time,BIg company lots of avenues,"Utilization, direction and lack of bonuses",,,,,
